mass_ratio	chirp_mass	luminosity_distance	dec	ra	theta_jn	psi	phase	a_1	a_2	tilt_1	tilt_2	phi_12	phi_jl	geocent_time
0.33808	0.52016	0.26701	0.76457	0.52138	0.50559	0.14853	0.13518	0.241	0.19406	0.27704	0.22977	0.15551	0.16043	0.83117
0.32301	0.4431	0.33471	0.81848	0.52641	0.45854	0.13895	0.12584	0.20749	0.20112	0.16982	0.22305	0.13387	0.13436	0.84903
0.32145	0.47017	0.29912	0.84952	0.57563	0.52509	0.15618	0.14382	0.21331	0.21647	0.2159	0.21035	0.15006	0.13407	0.83201
0.32287	0.434	0.26136	0.84164	0.50067	0.44292	0.14233	0.13859	0.22325	0.2045	0.17052	0.21745	0.16683	0.16688	0.85582
0.30037	0.43133	0.26685	0.81695	0.54681	0.48365	0.13918	0.12862	0.24056	0.23486	0.24915	0.25643	0.14759	0.1352	0.8659
0.32811	0.51395	0.31039	0.80626	0.51981	0.52329	0.12643	0.12146	0.22828	0.22997	0.19015	0.22587	0.14071	0.12885	0.8808
0.29948	0.42131	0.27871	0.8414	0.51961	0.38153	0.27009	0.13515	0.22609	0.20803	0.22499	0.22137	0.14179	0.14123	0.83293
0.3077	0.47104	0.27464	0.85229	0.54451	0.51642	0.13155	0.12923	0.22717	0.22053	0.20021	0.22355	0.17375	0.1419	0.84506
0.31852	0.45114	0.36389	0.86563	0.57636	0.39539	0.17947	0.12251	0.34665	0.21639	0.19819	0.21673	0.16459	0.1475	0.86913
0.31013	0.43679	0.32348	0.75278	0.59365	0.60081	0.15315	0.13957	0.17109	0.22731	0.18396	0.22932	0.19784	0.12536	0.85397
0.30357	0.52299	0.41124	0.80367	0.48387	0.44504	0.13609	0.13257	0.22675	0.20842	0.22179	0.22926	0.15076	0.12379	0.85465
0.30918	0.45191	0.34369	0.80576	0.58567	0.44265	0.14542	0.13351	0.23768	0.22434	0.25154	0.21743	0.15705	0.12683	0.8377
0.31835	0.51337	0.5468	0.8668	0.48379	0.49523	0.19257	0.12186	0.20106	0.18966	0.18527	0.22861	0.12347	0.14724	0.86475
0.32995	0.59314	0.33927	0.75719	0.46683	0.62547	0.17684	0.13547	0.187	0.17081	0.22325	0.23617	0.1619	0.13203	0.84977
0.31522	0.49164	0.20519	0.8519	0.65449	0.60448	0.16797	0.11059	0.20685	0.22319	0.2323	0.23191	0.17176	0.13892	0.8299
0.29712	0.48251	0.32863	0.74919	0.55179	0.67021	0.20117	0.12008	0.2811	0.17959	0.18471	0.23813	0.1471	0.1352	0.83842
0.30191	0.43375	0.34945	0.8267	0.60402	0.60685	0.14803	0.12221	0.21546	0.20035	0.17438	0.24044	0.15774	0.13057	0.80521
0.30466	0.48154	0.28674	0.81608	0.583	0.39526	0.17512	0.13018	0.26043	0.20661	0.19819	0.20708	0.16076	0.12296	0.87298
0.34044	0.4121	0.38182	0.8067	0.59834	0.44627	0.13704	0.12994	0.24483	0.18451	0.20235	0.22216	0.13702	0.14576	0.86147
0.32717	0.55046	0.36542	0.79674	0.52691	0.45502	0.16275	0.13463	0.21611	0.18107	0.21133	0.21444	0.1682	0.13499	0.78506
0.30893	0.47583	0.36579	0.83775	0.6286	0.39187	0.14306	0.12746	0.15966	0.21449	0.18491	0.21441	0.16245	0.11413	0.81725
0.32401	0.47815	0.40754	0.78781	0.5087	0.36848	0.14878	0.12924	0.22423	0.18938	0.18847	0.21834	0.2026	0.13166	0.80919
0.3297	0.49595	0.27171	0.86515	0.53448	0.42247	0.18898	0.11068	0.18536	0.17922	0.17896	0.20676	0.14574	0.1271	0.83709
0.3127	0.45279	0.35459	0.79085	0.63462	0.37231	0.17649	0.12665	0.30628	0.17695	0.18972	0.21173	0.12709	0.12864	0.79247
0.2892	0.40974	0.44226	0.81975	0.48199	0.41905	0.19228	0.12142	0.24038	0.19105	0.18428	0.22312	0.12506	0.12331	0.82148
0.30569	0.46809	0.27634	0.79112	0.61759	0.38264	0.15274	0.1264	0.29284	0.19366	0.19707	0.21423	0.15204	0.13518	0.79375
0.31514	0.48056	0.38889	0.8496	0.47508	0.38567	0.1505	0.13356	0.2911	0.23198	0.19977	0.19441	0.15472	0.12073	0.78449
0.30807	0.4764	0.34644	0.84762	0.51161	0.40494	0.1363	0.11979	0.18901	0.19151	0.16335	0.2145	0.15597	0.13095	0.79762
0.29882	0.46826	0.42995	0.80631	0.57969	0.41827	0.17349	0.12666	0.22836	0.23432	0.21605	0.21263	0.14122	0.11795	0.84517
0.30775	0.48056	0.3251	0.84195	0.47502	0.43569	0.19131	0.12233	0.26455	0.16579	0.16219	0.20574	0.13927	0.13542	0.82
0.28728	0.46937	0.4436	0.8605	0.55023	0.48596	0.13041	0.12327	0.27617	0.19246	0.18594	0.22356	0.15211	0.11197	0.83664
0.32956	0.47626	0.26683	0.82436	0.50632	0.33738	0.15968	0.12125	0.17855	0.17619	0.17539	0.21649	0.19604	0.15221	0.83987
0.30884	0.46164	0.39874	0.82746	0.47667	0.3729	0.16433	0.12028	0.21525	0.21883	0.15432	0.21361	0.19395	0.1169	0.83439
0.30205	0.38994	0.38622	0.81806	0.4941	0.42545	0.15508	0.12388	0.18555	0.20398	0.20745	0.19838	0.15097	0.13194	0.84657
0.31783	0.4756	0.2004	0.81075	0.45716	0.49775	0.15163	0.12264	0.17764	0.2194	0.29736	0.21991	0.15286	0.12536	0.81521
0.31473	0.47874	0.41525	0.81955	0.56299	0.35959	0.13244	0.10695	0.27847	0.19357	0.25406	0.23008	0.14444	0.11923	0.82504
0.29272	0.4829	0.41941	0.84764	0.46237	0.35361	0.12634	0.11374	0.16906	0.17583	0.25255	0.21765	0.12343	0.12725	0.81911
0.32281	0.44479	0.35213	0.76588	0.54716	0.40577	0.13448	0.13266	0.22647	0.20799	0.16576	0.21513	0.13272	0.12558	0.83837
0.31315	0.46785	0.46558	0.80032	0.49703	0.3992	0.11842	0.12486	0.25821	0.17873	0.17796	0.23452	0.13245	0.1155	0.81777
0.30872	0.48293	0.29192	0.77747	0.48594	0.41237	0.14555	0.11626	0.16338	0.19632	0.22525	0.18128	0.12815	0.1121	0.83031
0.33033	0.48941	0.20833	0.825	0.54198	0.33292	0.21739	0.11388	0.20077	0.18157	0.1865	0.22301	0.2766	0.12326	0.84612
0.30828	0.39763	0.34351	0.87185	0.54392	0.37132	0.14098	0.12273	0.22387	0.17985	0.14854	0.20051	0.1813	0.12245	0.83364
0.31135	0.39669	0.34756	0.79642	0.55995	0.38464	0.1811	0.1269	0.29312	0.18343	0.15896	0.22187	0.25592	0.11053	0.82309
0.29963	0.43451	0.31334	0.79119	0.58631	0.397	0.22235	0.1187	0.19502	0.17605	0.15484	0.19923	0.12202	0.12367	0.82801
0.30032	0.44839	0.22743	0.81487	0.51293	0.47942	0.14028	0.10646	0.31185	0.21171	0.15045	0.20417	0.13173	0.12336	0.81031
0.30804	0.5476	0.35734	0.78417	0.57807	0.36851	0.13695	0.11382	0.16984	0.18162	0.16263	0.20748	0.19551	0.12517	0.83478
0.28774	0.47986	0.18368	0.79444	0.56235	0.39183	0.18492	0.11345	0.2276	0.2116	0.18705	0.21991	0.13447	0.11004	0.85352
0.31283	0.44962	0.46423	0.77901	0.53672	0.42619	0.16755	0.10317	0.22046	0.24971	0.16478	0.20712	0.1627	0.11353	0.80456
0.29756	0.49169	0.31151	0.78377	0.58662	0.34355	0.11848	0.1155	0.1766	0.18395	0.17727	0.21576	0.11857	0.09803	0.82191
0.31855	0.50424	0.17089	0.78842	0.4885	0.17524	0.14576	0.11391	0.36552	0.20999	0.20709	0.19514	0.25484	0.12266	0.8134
0.32146	0.54384	0.19346	0.86305	0.57385	0.40806	0.16644	0.10237	0.23104	0.20539	0.16891	0.19932	0.18279	0.12031	0.81563
0.29943	0.55918	0.18335	0.79726	0.61054	0.43486	0.12865	0.11122	0.20354	0.23683	0.17685	0.22333	0.14784	0.11946	0.82752
0.29128	0.43992	0.4885	0.77298	0.62751	0.66049	0.13031	0.11708	0.19996	0.21849	0.21634	0.21264	0.15526	0.12307	0.81136
0.29951	0.47139	0.46537	0.82375	0.51128	0.52473	0.19355	0.12039	0.16633	0.18002	0.17103	0.20152	0.13727	0.11892	0.83437
0.30012	0.5487	0.4219	0.85038	0.55308	0.75358	0.25051	0.10863	0.51057	0.22965	0.20171	0.20302	0.16442	0.12378	0.84154
0.281	0.50975	0.32316	0.78985	0.55399	0.74583	0.2492	0.12827	0.29737	0.17011	0.20563	0.19668	0.15607	0.12475	0.82978
0.28634	0.54806	0.43788	0.85766	0.59028	0.63287	0.27419	0.12023	0.20588	0.21539	0.16764	0.21425	0.18393	0.12091	0.82316
0.31349	0.47588	0.40879	0.76628	0.50624	0.55565	0.13857	0.10557	0.23471	0.15581	0.16937	0.18788	0.13276	0.11484	0.82088
0.30059	0.54551	0.31697	0.78564	0.56803	0.4835	0.14282	0.11698	0.16107	0.19246	0.15634	0.21277	0.30135	0.13096	0.79973
0.29498	0.53299	0.43414	0.76752	0.50433	0.49787	0.13535	0.10464	0.16198	0.19374	0.17386	0.18252	0.13479	0.13017	0.82034
0.30401	0.35838	0.49326	0.83766	0.54905	0.49087	0.13913	0.11258	0.19397	0.24643	0.17734	0.19804	0.14237	0.12373	0.848
0.28622	0.63473	0.47176	0.72564	0.58492	0.49359	0.14236	0.09805	0.32972	0.18537	0.16404	0.20371	0.14932	0.1116	0.82481
0.28616	0.60476	0.34467	0.80348	0.54136	0.49094	0.14496	0.11812	0.18157	0.19005	0.17136	0.19743	0.1403	0.13345	0.82104
0.30488	0.55662	0.24196	0.79359	0.56979	0.48936	0.14672	0.11273	0.16136	0.21368	0.15555	0.22603	0.13895	0.11622	0.81488
