mass_1	mass_2	phase	time	distance	a_1	a_2	tilt_1	tilt_2	phi_12	phi_jl	theta_jn	psi	ra	dec
0.71883	0.60088	0.05053	0.92263	0.28213	0.0518	0.05154	0.05115	0.01703	0.04812	0.16943	0.25773	0.05333	0.94062	0.69881
0.72417	0.59339	0.05058	1.00446	0.28731	0.0502	0.0523	0.05561	0.01655	0.04985	0.16559	0.26048	0.05269	1.00663	0.70344
0.72454	0.5937	0.04968	0.85462	0.30043	0.05153	0.05122	0.05646	0.01564	0.04978	0.16455	0.26152	0.05297	1.2768	0.69933
0.72255	0.60411	0.04974	0.89186	0.31254	0.04907	0.04953	0.0552	0.01556	0.04834	0.16504	0.25944	0.05302	0.99919	0.69866
0.71981	0.60517	0.04827	0.91187	0.32354	0.05009	0.04836	0.05607	0.01685	0.04691	0.16394	0.26185	0.05279	1.20639	0.70391
0.71911	0.60674	0.0482	0.97074	0.33325	0.04921	0.04812	0.05511	0.0161	0.04826	0.1629	0.25933	0.052	1.23578	0.70877
0.71955	0.60379	0.04832	0.91032	0.33942	0.05044	0.04888	0.05483	0.01672	0.04756	0.16191	0.26008	0.05272	0.99048	0.71194
0.71601	0.60323	0.04687	0.89056	0.3407	0.0495	0.04868	0.05478	0.01709	0.0472	0.16431	0.25726	0.05341	0.97766	0.71328
0.71773	0.60196	0.04675	0.85616	0.34044	0.04952	0.04899	0.05606	0.01665	0.04553	0.16008	0.25968	0.05264	0.93809	0.70945
0.72018	0.60236	0.04823	0.85007	0.34334	0.04876	0.04921	0.05289	0.01773	0.04606	0.16254	0.25975	0.05281	0.94958	0.71364
0.71483	0.59735	0.04736	0.89761	0.33978	0.04929	0.04966	0.05384	0.01727	0.04589	0.1594	0.25814	0.05199	0.94803	0.71653
0.71857	0.5927	0.04618	0.87801	0.33465	0.04903	0.04813	0.05427	0.01866	0.04613	0.16291	0.25707	0.05215	1.22227	0.71716
0.71391	0.59472	0.04849	0.91949	0.33498	0.04847	0.0488	0.05485	0.01812	0.04577	0.16251	0.25674	0.05401	0.91095	0.71275
0.71106	0.59192	0.04792	0.92801	0.33531	0.0501	0.04809	0.05293	0.0182	0.04704	0.16052	0.25559	0.0527	1.18048	0.71159
0.71266	0.60072	0.04746	0.93443	0.33303	0.04952	0.04807	0.05346	0.01701	0.04674	0.15986	0.25645	0.05298	0.96162	0.71092
0.714	0.5985	0.04755	1.03401	0.33364	0.04913	0.04832	0.05398	0.01629	0.04619	0.16061	0.25463	0.05456	1.15711	0.71334
0.71538	0.59616	0.04938	1.00198	0.33618	0.04962	0.04907	0.05304	0.0172	0.0476	0.16142	0.25415	0.05407	1.00154	0.70988
0.71195	0.59394	0.04752	0.85885	0.34069	0.04902	0.04845	0.05424	0.01693	0.04589	0.16436	0.25533	0.0541	1.00265	0.71047
0.71477	0.60102	0.04772	0.86911	0.33193	0.05014	0.04887	0.05409	0.01692	0.04563	0.16197	0.25503	0.05429	1.20012	0.71253
0.7109	0.59351	0.04793	0.91999	0.32737	0.05027	0.04844	0.05515	0.01724	0.04548	0.16102	0.25705	0.05253	0.96272	0.71376
0.70988	0.59402	0.0472	0.87189	0.32536	0.04971	0.04962	0.05124	0.01752	0.04711	0.16143	0.25479	0.05383	1.15701	0.71368
0.71238	0.59649	0.04837	0.87392	0.32489	0.04807	0.05055	0.05416	0.01727	0.04666	0.16215	0.25644	0.05388	0.99886	0.71163
0.70906	0.59931	0.04711	0.93063	0.32532	0.04826	0.05009	0.05708	0.01822	0.04695	0.15806	0.25491	0.05385	0.92264	0.71249
0.71116	0.60157	0.04624	0.94111	0.32559	0.0503	0.04828	0.05304	0.01856	0.04737	0.16232	0.25392	0.05555	0.9245	0.71398
0.70654	0.60271	0.0467	0.86258	0.32784	0.04878	0.04916	0.05367	0.01746	0.04533	0.16198	0.25501	0.05402	0.92182	0.71191
0.70838	0.60224	0.04626	0.90311	0.32429	0.04819	0.04932	0.05117	0.01894	0.0464	0.16073	0.25877	0.05413	1.24171	0.70729
0.71033	0.60081	0.0463	0.92174	0.32468	0.04956	0.05025	0.05148	0.01915	0.04586	0.15855	0.25613	0.0539	0.90601	0.70756
0.71482	0.60267	0.0475	0.85953	0.32518	0.04828	0.05013	0.0526	0.02	0.0464	0.15944	0.25719	0.0526	0.96011	0.70835
0.70796	0.60388	0.04558	0.86884	0.32424	0.04799	0.0507	0.05265	0.01967	0.04551	0.15957	0.25592	0.0541	0.91335	0.70842
0.71026	0.6069	0.04627	0.94126	0.32041	0.04969	0.04938	0.05042	0.01935	0.04645	0.1612	0.25455	0.05271	0.93431	0.70681
0.71211	0.60208	0.04647	0.97411	0.3196	0.04812	0.0509	0.04976	0.01823	0.04684	0.16074	0.25856	0.05425	0.95429	0.71141
0.70901	0.60324	0.04741	0.95531	0.31947	0.04802	0.05005	0.04913	0.019	0.04693	0.16076	0.25907	0.05217	0.96813	0.71319
0.70982	0.60351	0.04651	0.88743	0.32319	0.04786	0.0496	0.04746	0.0195	0.04618	0.16067	0.25796	0.05272	1.13475	0.71452
0.71149	0.601	0.04554	0.91954	0.32299	0.04845	0.04795	0.04845	0.02005	0.04481	0.15724	0.25877	0.0535	1.20732	0.71319
0.70581	0.60368	0.04695	0.93401	0.32517	0.04823	0.04903	0.04729	0.01826	0.04607	0.1609	0.26118	0.0539	0.98671	0.7113
0.70865	0.60281	0.04658	0.85627	0.32516	0.0478	0.04951	0.04982	0.01845	0.04667	0.16035	0.26243	0.05252	1.22315	0.71371
0.70628	0.60657	0.04826	0.86573	0.33239	0.04917	0.04931	0.04759	0.01851	0.04696	0.1599	0.26066	0.05299	0.97181	0.71628
0.70714	0.60444	0.04665	0.89583	0.32625	0.04889	0.04919	0.04824	0.01933	0.04608	0.15844	0.26034	0.05402	1.19657	0.71353
0.70851	0.60331	0.04762	0.85744	0.32712	0.04921	0.04894	0.04838	0.01927	0.04517	0.15891	0.26238	0.05305	1.26795	0.70785
0.70422	0.59857	0.04725	0.88309	0.31905	0.04764	0.049	0.04955	0.01992	0.04622	0.15976	0.26089	0.05208	1.09016	0.7119
0.70164	0.59658	0.04609	0.8948	0.32446	0.04915	0.04815	0.05083	0.01921	0.04649	0.15979	0.25894	0.05232	0.93353	0.70748
0.7037	0.59981	0.04716	1.0406	0.32805	0.0493	0.04965	0.05223	0.0191	0.04579	0.15984	0.25493	0.05393	0.93768	0.71703
0.70272	0.60275	0.04903	1.01279	0.33754	0.04938	0.04881	0.04998	0.02004	0.04736	0.15935	0.25755	0.05166	0.94152	0.70953
0.70364	0.60124	0.04772	0.86322	0.33927	0.04931	0.04789	0.04812	0.02031	0.0471	0.1615	0.25897	0.05201	1.10476	0.70897
0.7011	0.60779	0.04612	0.87294	0.33389	0.04826	0.04864	0.04801	0.01955	0.04508	0.15805	0.26217	0.05222	0.9842	0.70901
0.70294	0.61189	0.04728	0.91937	0.32933	0.04924	0.04835	0.048	0.01972	0.04582	0.15699	0.26304	0.05331	0.94438	0.71053
0.70091	0.60732	0.04716	0.85359	0.32975	0.04938	0.04844	0.04936	0.0189	0.04419	0.15972	0.25866	0.05357	0.93452	0.71159
