mass_1	mass_2	phase	time	distance	a_1	a_2	tilt_1	tilt_2	phi_12	phi_jl	theta_jn	psi	ra	dec
0.31239	0.26197	0.04649	0.6592	0.90109	0.07293	0.06722	0.24426	0.09221	0.04909	0.05572	0.12346	0.04797	0.43666	0.32366
0.30014	0.27686	0.04691	0.65834	0.90079	0.07119	0.06801	0.24789	0.08846	0.04807	0.05593	0.12475	0.04815	0.43629	0.32463
0.29385	0.28813	0.04836	0.66924	0.90001	0.07062	0.06739	0.24772	0.08877	0.04649	0.05368	0.12754	0.04775	0.4362	0.32387
0.28875	0.29162	0.04669	0.66844	0.90106	0.07133	0.06694	0.24169	0.08859	0.04761	0.05373	0.1256	0.04577	0.43557	0.32302
0.28206	0.2952	0.04526	0.66955	0.89899	0.0732	0.06712	0.24327	0.09126	0.0471	0.05165	0.12186	0.04674	0.43639	0.32613
0.28087	0.29239	0.04322	0.68085	0.8994	0.07257	0.06663	0.24443	0.09369	0.04589	0.05081	0.12447	0.04614	0.43893	0.32944
0.28358	0.2919	0.04599	0.68446	0.89996	0.07144	0.06795	0.24256	0.09175	0.04484	0.05337	0.12476	0.04693	0.43797	0.33018
0.28517	0.28918	0.04541	0.67825	0.90051	0.07261	0.0658	0.24765	0.09225	0.04698	0.05373	0.12475	0.04612	0.43513	0.33117
0.28556	0.29008	0.0463	0.68718	0.89918	0.07143	0.06626	0.24713	0.09267	0.04648	0.05204	0.12337	0.04586	0.44292	0.33169
0.28915	0.29019	0.04394	0.68254	0.89898	0.07073	0.06831	0.24253	0.09426	0.045	0.05263	0.12374	0.04584	0.44201	0.32986
0.28873	0.29209	0.04653	0.67822	0.90012	0.07241	0.06823	0.24352	0.09343	0.04671	0.05171	0.12464	0.04633	0.44079	0.33169
0.29083	0.28483	0.04677	0.67508	0.89871	0.07412	0.06673	0.24253	0.0952	0.04665	0.05166	0.12513	0.04677	0.44062	0.3292
0.29314	0.28991	0.04528	0.67663	0.89967	0.07342	0.06669	0.24206	0.09292	0.04635	0.05158	0.12404	0.04586	0.43944	0.32887
0.29321	0.29119	0.04528	0.67465	0.90028	0.07521	0.06696	0.24059	0.09479	0.04595	0.05141	0.12304	0.0462	0.4455	0.33118
0.29107	0.28609	0.04633	0.67557	0.90031	0.07497	0.06659	0.24103	0.09231	0.0468	0.05083	0.12456	0.04668	0.44399	0.32831
