mass_1	mass_2	phase	time	distance	a_1	a_2	tilt_1	tilt_2	phi_12	phi_jl	theta_jn	psi	ra	dec
0.66484	0.59451	0.05235	0.88731	0.25629	0.07913	0.07474	0.02016	0.02881	0.04765	0.06831	0.42582	0.04334	0.46533	0.80283
0.4599	0.76067	0.03484	0.80451	0.35616	0.0906	0.07102	0.02379	0.03437	0.04354	0.06458	0.43357	0.03974	0.45817	0.80322
0.56758	0.76524	0.02734	0.7895	0.22655	0.09772	0.06845	0.03283	0.03072	0.03913	0.05122	0.4287	0.02805	0.46179	0.80115
0.59515	0.73317	0.00875	0.91381	0.16471	0.09114	0.06027	0.03506	0.03456	0.03313	0.04707	0.42845	0.01718	0.69048	0.83024
0.47771	0.5102	0.00517	0.94801	0.16629	0.06903	0.06349	0.04027	0.02991	0.03117	0.02838	0.39911	0.00814	0.6132	0.81703
0.58458	0.42836	0.00121	0.98972	0.18498	0.05715	0.05031	0.02253	0.0279	0.01837	0.01563	0.41918	0.00881	0.50794	0.83777
0.52328	0.39383	0.00433	0.97497	0.17782	0.05062	0.05143	0.03177	0.03184	0.01231	0.01643	0.39995	0.00765	0.72329	0.82612
0.49248	0.35885	0.00091	0.98858	0.20615	0.05143	0.05679	0.02637	0.02949	0.0081	0.0111	0.36821	0.00282	0.61484	0.83439
0.48653	0.3696	0.00096	0.91359	0.22327	0.07707	0.05567	0.02536	0.03	0.00516	0.01104	0.39697	0.0035	0.57933	0.83265
0.58987	0.40024	0.00125	0.963	0.27952	0.03669	0.04924	0.01607	0.02774	0.00611	0.01068	0.4186	0.00164	0.66677	0.82878
0.58254	0.40014	0.00095	0.92371	0.28797	0.05607	0.03941	0.01807	0.02295	0.00151	0.00709	0.41531	0.00319	0.67602	0.8261
0.44059	0.391	0.00093	0.75512	0.22675	0.07793	0.05311	0.02728	0.02708	0.00251	0.0156	0.43345	0.00156	0.67472	0.81667
0.49267	0.34278	0.00059	0.75842	0.26226	0.08842	0.03878	0.02133	0.02175	0.00289	0.00692	0.43555	0.00105	0.70667	0.83158
0.60733	0.41157	0.00164	0.89289	0.30043	0.08285	0.03318	0.01232	0.02736	0.00314	0.0065	0.5061	0.00141	0.66904	0.82558
0.65035	0.43991	0.00328	0.86202	0.27669	0.05265	0.04275	0.01207	0.02422	0.00281	0.01479	0.51428	0.00192	0.69359	0.83145
0.46327	0.42241	0.00075	0.70939	0.21137	0.074	0.04348	0.01852	0.0277	0.00339	0.00588	0.47758	0.00287	0.66881	0.81794
0.58698	0.52632	0.00121	0.70509	0.27122	0.04526	0.03662	0.01992	0.02733	0.00268	0.01392	0.45	0.00353	0.65617	0.83284
0.50923	0.53963	0.00075	0.66095	0.22448	0.05808	0.03105	0.01882	0.02262	0.00164	0.01427	0.4548	0.00158	0.66013	0.81085
0.71266	0.47436	0.00064	0.84394	0.31138	0.05189	0.03728	0.01274	0.0247	0.00082	0.01012	0.47842	0.0008	0.67258	0.8265
0.60622	0.61526	0.00119	0.57239	0.19984	0.03485	0.03105	0.02615	0.03644	0.0009	0.00747	0.49584	0.00423	0.66449	0.80551
0.76436	0.49492	0.00065	0.79802	0.21397	0.04763	0.04028	0.02162	0.03132	0.00332	0.00345	0.53123	0.00429	0.65306	0.81717
