mass_ratio	chirp_mass	luminosity_distance	dec	ra	theta_jn	psi	phase	a_1	a_2	tilt_1	tilt_2	phi_12	phi_jl	geocent_time
0.32522	0.48891	0.47509	0.82662	0.57169	0.36966	0.15747	0.14403	0.25948	0.26709	0.22958	0.20087	0.16499	0.13563	0.82237
0.30896	0.59825	0.35975	0.86499	0.5687	0.45498	0.13605	0.1369	0.20257	0.19739	0.23646	0.19085	0.14192	0.13421	0.82108
0.32061	0.44375	0.37382	0.82117	0.54505	0.40019	0.1615	0.13254	0.27745	0.27241	0.22366	0.19973	0.14508	0.17291	0.86446
0.42653	0.42856	0.48148	0.86561	0.56908	0.59397	0.13393	0.15752	0.22102	0.24366	0.22485	0.3135	0.14608	0.12231	0.81064
0.33672	0.51022	0.39688	0.71006	0.55799	0.4013	0.14106	0.13229	0.28162	0.20655	0.23129	0.21552	0.14328	0.13276	0.87121
0.27706	0.42493	0.44883	0.76425	0.57423	0.53933	0.14237	0.13208	0.28706	0.29039	0.22817	0.1933	0.16521	0.1591	0.8723
0.314	0.4722	0.44475	0.68599	0.56054	0.43447	0.15189	0.13063	0.18069	0.2063	0.22181	0.2283	0.16233	0.14167	0.90853
0.36104	0.48825	0.28583	0.7845	0.55137	0.39511	0.19	0.16276	0.20136	0.20122	0.23244	0.22348	0.15243	0.13411	0.88834
0.35629	0.51061	0.4604	0.74585	0.56878	0.3659	0.15074	0.13238	0.29071	0.18584	0.23094	0.21779	0.15916	0.16086	0.80336
0.52162	0.52119	0.38098	0.79352	0.5768	0.39467	0.14887	0.13314	0.29015	0.25109	0.23065	0.24528	0.21456	0.19947	0.76651
0.2896	0.45555	0.40521	0.79868	0.53948	0.44483	0.13318	0.12767	0.21059	0.18989	0.22823	0.18444	0.15887	0.1526	0.76706
0.32878	0.44345	0.41154	0.69554	0.55597	0.45993	0.12247	0.15162	0.29613	0.27229	0.21637	0.49196	0.15436	0.12593	0.8461
0.28811	0.35689	0.30331	0.83498	0.57808	0.49449	0.14303	0.13833	0.2445	0.20289	0.21993	0.17186	0.12201	0.12857	0.82009
0.21202	0.53404	0.37888	0.81874	0.53572	0.54282	0.14571	0.12992	0.20791	0.19592	0.21828	0.18378	0.13422	0.15053	0.83403
0.27854	0.94184	0.35884	0.71538	0.5557	0.49448	0.14514	0.12969	0.17337	0.23461	0.21224	0.46768	0.14265	0.13744	0.82577
0.26845	0.40992	0.40649	0.84286	0.57069	0.62729	0.13174	0.1524	0.16043	0.21113	0.20022	0.1972	0.12525	0.20693	0.83479
0.21875	0.35483	0.35896	0.81651	0.55874	0.47606	0.19622	0.12184	0.17834	0.16353	0.21594	0.17687	0.14705	0.15471	0.84002
0.25009	0.3793	0.32424	0.81503	0.54381	0.55626	0.23022	0.12326	0.22203	0.23011	0.21115	0.16492	0.12352	0.1831	0.81989
0.30739	0.47093	0.39831	0.84259	0.58139	0.46802	0.14121	0.12935	0.17734	0.29406	0.20732	0.1699	0.13948	0.27291	0.78363
0.31848	0.41163	0.39866	0.83235	0.54283	0.46097	0.15066	0.15829	0.19682	0.19977	0.23064	0.16466	0.12383	0.15276	0.81111
0.33007	0.39595	0.45035	0.83546	0.57016	0.45871	0.15073	0.14138	0.1933	0.23328	0.21952	0.17249	0.13786	0.21818	0.84642
0.31318	0.41567	0.39657	0.84699	0.55229	0.55628	0.15201	0.12028	0.30321	0.21079	0.2308	0.17081	0.13619	0.17468	0.84062
0.3303	0.40077	0.42574	0.8344	0.56021	0.48164	0.19009	0.12901	0.18864	0.32519	0.21275	0.15204	0.14161	0.17049	0.80811
0.32521	0.38807	0.33172	0.86651	0.56824	0.45619	0.13916	0.14184	0.30938	0.20598	0.22596	0.16987	0.13263	0.17199	0.84221
0.30091	0.42199	0.31725	0.84849	0.5446	0.47355	0.18856	0.12917	0.28243	0.21764	0.22621	0.16658	0.13958	0.17045	0.82785
0.32928	0.38366	0.33675	0.91749	0.5431	0.44801	0.1406	0.14244	0.20792	0.18322	0.20411	0.1674	0.15369	0.17544	0.8197
0.3087	0.37257	0.36335	0.81524	0.56723	0.5181	0.12161	0.13088	0.28124	0.27121	0.2031	0.14225	0.13039	0.15952	0.82663
0.29421	0.38222	0.34158	0.79972	0.52529	0.43063	0.14538	0.12599	0.23517	0.27485	0.21904	0.17171	0.14073	0.1497	0.83041
0.32485	0.39057	0.39041	0.83667	0.54965	0.47357	0.14515	0.14032	0.26009	0.21855	0.21579	0.16536	0.20289	0.2673	0.81522
