mass_1	mass_2	phase	time	distance	a_1	a_2	tilt_1	tilt_2	phi_12	phi_jl	theta_jn	psi	ra	dec
0.68649	0.58392	0.03684	0.77002	0.57018	0.08769	0.06281	0.01921	0.02107	0.03936	0.06202	0.43954	0.03749	0.47167	0.81191
0.6737	0.59148	0.02898	0.65588	0.2726	0.08965	0.05988	0.01743	0.02945	0.03195	0.04606	0.41454	0.03259	0.48205	0.79405
0.74432	0.5424	0.02634	0.49301	0.31678	0.07848	0.05641	0.02155	0.03275	0.02157	0.03627	0.39077	0.02927	0.4839	0.7934
0.70361	0.50244	0.01542	0.46649	0.34146	0.06617	0.04413	0.01953	0.02939	0.00826	0.0128	0.38101	0.02681	0.47796	0.78683
0.59742	0.44692	0.00721	0.52855	0.23534	0.0626	0.03751	0.02601	0.03356	0.00692	0.01287	0.39405	0.01588	0.44243	0.78794
0.49739	0.53366	0.00663	0.50221	0.21095	0.06818	0.0307	0.03802	0.0429	0.00459	0.00846	0.39875	0.00875	0.37496	0.76703
0.7496	0.48948	0.00065	0.51563	0.37344	0.06317	0.03438	0.01537	0.03714	0.00621	0.01139	0.39093	0.00083	0.18284	0.76082
0.57313	0.44708	0.00168	0.47494	0.25723	0.03026	0.03696	0.02852	0.02818	0.00149	0.00925	0.39233	0.00359	0.25982	0.59128
0.53728	0.33712	0.00247	0.36564	0.25678	0.04424	0.02333	0.02513	0.02643	0.00081	0.00861	0.38166	0.00147	0.29365	0.4773
0.506	0.40531	0.00164	0.22453	0.18668	0.05197	0.03566	0.0387	0.02994	0.00057	0.0093	0.37873	0.00481	0.16031	0.46117
0.52276	0.41096	0.00188	0.20057	0.19055	0.04669	0.02973	0.03173	0.03916	0.00109	0.01136	0.37814	0.00171	0.13384	0.3917
0.48498	0.38447	0.0013	0.31952	0.27002	0.01139	0.02374	0.03524	0.02937	0.00139	0.00818	0.39544	0.00087	0.26716	0.40961
0.44694	0.45169	0.00134	0.42473	0.17394	0.01765	0.03809	0.05789	0.04115	0.00112	0.01199	0.34289	0.0028	0.1578	0.55285
0.49431	0.42565	0.00112	0.15434	0.1879	0.01339	0.03905	0.05759	0.04236	0.00121	0.01203	0.41096	0.00095	0.07112	0.28453
0.46302	0.35506	0.00107	0.23936	0.18842	0.02592	0.02327	0.04273	0.02804	0.00213	0.01683	0.39367	0.00127	0.09582	0.41936
0.48283	0.38824	0.00104	0.30233	0.14604	0.02508	0.02869	0.04616	0.03169	0.00068	0.0212	0.37321	0.001	0.11378	0.44552
0.5243	0.34572	0.00108	0.12536	0.2578	0.04795	0.02999	0.03787	0.03917	0.00054	0.01561	0.38898	0.00241	0.13183	0.27401
0.54574	0.37733	0.00104	0.23204	0.18424	0.01782	0.02743	0.04762	0.04009	0.00075	0.01405	0.36205	0.00204	0.10501	0.41351
0.45857	0.37989	0.00069	0.10082	0.2465	0.03173	0.02289	0.06298	0.0328	0.00225	0.01603	0.34005	0.00219	0.12803	0.29098
0.49553	0.34715	0.00118	0.15964	0.35942	0.01124	0.02823	0.06467	0.02983	0.0014	0.01395	0.35554	0.00327	0.16424	0.2948
0.46435	0.3627	0.00056	0.17495	0.21121	0.01647	0.01996	0.04275	0.03967	0.00106	0.02187	0.35798	0.00269	0.12279	0.38107
0.5174	0.31654	0.00241	0.25986	0.27332	0.00842	0.01693	0.06869	0.05286	0.00104	0.01089	0.33687	0.00143	0.05669	0.37462
0.49832	0.36922	0.00312	0.35334	0.17616	0.00619	0.0119	0.07008	0.04858	0.0007	0.01937	0.36983	0.00193	0.09851	0.51806
0.50882	0.36931	0.00102	0.22862	0.19157	0.02081	0.02054	0.07496	0.06272	0.0026	0.01585	0.3871	0.0016	0.16225	0.362
0.42389	0.26882	0.00135	0.14426	0.25989	0.02025	0.01864	0.04293	0.03096	0.00055	0.02257	0.3892	0.0022	0.12367	0.38785
0.47169	0.30157	0.00124	0.13977	0.24004	0.01371	0.0233	0.06955	0.05461	0.00116	0.01958	0.39698	0.00235	0.05115	0.25672
0.40495	0.2629	0.00074	0.21572	0.18559	0.0192	0.02569	0.05008	0.04243	0.00068	0.02672	0.38347	0.00252	0.07729	0.38939
0.38084	0.25064	0.00093	0.17545	0.14334	0.03091	0.02939	0.06748	0.03469	0.00056	0.02537	0.40325	0.00201	0.06621	0.31128
0.4114	0.25012	0.00097	0.12969	0.27065	0.02956	0.03079	0.06596	0.03369	0.00062	0.01957	0.35627	0.00261	0.08792	0.34748
0.40583	0.27791	0.00308	0.283	0.16119	0.02354	0.01816	0.05177	0.02813	0.00205	0.02375	0.35377	0.00327	0.09152	0.38045
0.30752	0.22041	0.00154	0.16467	0.18488	0.02737	0.0247	0.04445	0.03149	0.00096	0.01887	0.36269	0.00376	0.08451	0.36023
0.40879	0.23549	0.00041	0.41346	0.17648	0.01361	0.01902	0.09619	0.05117	0.00073	0.0188	0.38331	0.00332	0.19816	0.51253
0.37278	0.26279	0.00062	0.1559	0.21343	0.02046	0.01673	0.07886	0.0364	0.00194	0.01768	0.36699	0.00417	0.07066	0.29555
0.32732	0.21445	0.0008	0.22416	0.21876	0.02498	0.01709	0.08231	0.03723	0.00171	0.02842	0.41372	0.00384	0.04647	0.37185
0.47631	0.27999	0.00136	0.12666	0.37159	0.01705	0.01909	0.0593	0.04616	0.00219	0.01437	0.32588	0.00521	0.07206	0.30756
0.38483	0.23801	0.00041	0.20282	0.23012	0.03249	0.02701	0.06229	0.02464	0.00115	0.01843	0.3669	0.00245	0.06388	0.36081
0.44231	0.2753	0.00124	0.0893	0.36145	0.03685	0.03151	0.08191	0.05397	0.00124	0.02032	0.34559	0.00244	0.06074	0.29443
0.42075	0.2616	0.00193	0.08422	0.24974	0.0034	0.02532	0.05425	0.0283	0.00046	0.02022	0.34938	0.00206	0.06679	0.32203
0.4978	0.25135	0.00092	0.21955	0.21494	0.01319	0.02238	0.04695	0.05149	0.00122	0.01739	0.33552	0.00105	0.10759	0.36703
0.48744	0.29885	0.00077	0.27481	0.2018	0.02382	0.02182	0.13067	0.07784	0.00166	0.01261	0.30883	0.00372	0.05487	0.36732
0.3386	0.22952	0.00109	0.14243	0.22012	0.01559	0.01809	0.04129	0.02356	0.00058	0.02917	0.35422	0.00755	0.05836	0.33551
0.36028	0.22212	0.00094	0.07086	0.3412	0.01984	0.03824	0.07459	0.03139	0.00072	0.01366	0.33679	0.00231	0.10382	0.3082
0.58342	0.44988	0.00066	0.20324	0.1077	0.00658	0.02973	0.07216	0.02348	0.00065	0.02297	0.35607	0.00462	0.04815	0.33791
0.43956	0.25986	0.00062	0.0998	0.28936	0.03128	0.02117	0.11832	0.03649	0.00085	0.01668	0.32889	0.00328	0.05511	0.28672
0.40481	0.24036	0.00082	0.08219	0.36879	0.02178	0.03123	0.0899	0.04415	0.00059	0.0204	0.39007	0.00188	0.0378	0.28752
0.48312	0.2528	0.00149	0.0741	0.28621	0.0344	0.03486	0.07422	0.0401	0.00076	0.03462	0.38224	0.00358	0.03054	0.28307
0.35354	0.27023	0.00213	0.35554	0.127	0.00442	0.02272	0.02844	0.02001	0.00064	0.01886	0.32139	0.00477	0.08757	0.44479
0.39072	0.34137	0.00142	0.17813	0.11564	0.01873	0.02696	0.01911	0.00603	0.00048	0.02581	0.36921	0.0019	0.03177	0.27941
0.34779	0.19529	0.00087	0.0567	0.32117	0.01711	0.01433	0.05311	0.04717	0.00123	0.01982	0.36091	0.00655	0.04958	0.25286
0.50615	0.30824	0.00113	0.08989	0.30206	0.00544	0.01626	0.05684	0.0493	0.00123	0.02323	0.44262	0.00548	0.04372	0.32814
0.52478	0.36152	0.00051	0.0312	0.34184	0.01148	0.01862	0.04062	0.03095	0.00127	0.03216	0.40911	0.00238	0.06409	0.22555
0.38304	0.20622	0.00082	0.08643	0.34153	0.03214	0.02431	0.0491	0.02242	0.0006	0.02084	0.37979	0.00316	0.02914	0.24935
0.39904	0.19543	0.00158	0.11721	0.27181	0.00809	0.01747	0.07135	0.02892	0.00225	0.02696	0.46796	0.00759	0.04023	0.28354
0.50593	0.22716	0.00081	0.14598	0.35867	0.09782	0.03827	0.20302	0.12979	0.00102	0.03693	0.5254	0.00383	0.0447	0.32232
0.53912	0.23292	0.00157	0.11489	0.31499	0.01668	0.02192	0.15807	0.11707	0.00225	0.03756	0.49397	0.00253	0.03843	0.31254
0.43805	0.24661	0.00102	0.06772	0.3024	0.01775	0.02638	0.0698	0.04763	0.00108	0.0208	0.35121	0.00584	0.04364	0.26591
