mass_ratio	chirp_mass	luminosity_distance	dec	ra	theta_jn	psi	phase	a_1	a_2	tilt_1	tilt_2	phi_12	phi_jl	geocent_time
0.5361	0.3892	0.4315	0.89945	0.66551	0.35718	0.29954	0.28975	0.43929	0.29743	0.33801	0.40826	0.26057	0.23104	0.89225
0.31372	0.52933	0.41204	0.84281	0.61034	0.43348	0.25066	0.34384	0.52	0.33329	0.33533	0.443	0.26041	0.22803	0.8708
0.28429	0.52641	0.36537	0.87463	0.81375	0.48631	0.30636	0.25844	0.44911	0.26583	0.31768	0.35381	0.26939	0.22593	0.88308
0.31585	0.53234	0.39926	0.93131	0.79529	0.51833	0.25952	0.23089	0.45486	0.2629	0.47604	0.59175	0.3076	0.39046	0.94167
0.38457	0.61203	0.39395	0.8942	0.56818	0.36158	0.30512	0.27825	0.51186	0.28987	0.37276	0.43457	0.25784	0.24869	0.87477
0.31195	0.63222	0.37189	0.87748	0.66653	0.3443	0.30503	0.19426	0.49641	0.29208	0.2912	0.62093	0.47018	0.21085	0.87572
0.38344	0.56832	0.39336	0.91163	0.69524	0.5414	0.42659	0.24953	0.52371	0.30405	0.31328	0.61853	0.31139	0.26431	0.91154
0.27625	0.54682	0.37397	0.87539	0.76017	0.5022	0.41796	0.23091	0.4134	0.27265	0.28469	0.50625	0.2307	0.25469	0.84556
0.28242	0.50931	0.39953	0.85119	0.64678	0.39639	0.32153	0.20892	0.48774	0.25625	0.27864	0.53477	0.34898	0.22659	0.86128
0.4063	0.62619	0.35832	0.72496	0.79191	0.40892	0.33831	0.22914	0.52404	0.29221	0.27226	0.42759	0.35487	0.24476	0.9144
0.29144	0.43632	0.43207	0.83381	0.5788	0.54463	0.2943	0.28362	0.56187	0.28504	0.4089	0.52334	0.21202	0.24862	0.82306
0.35304	0.49162	0.43211	0.89521	0.66258	0.42553	0.32044	0.36024	0.53106	0.44766	0.34155	0.41263	0.37281	0.2022	0.8772
0.34187	0.46676	0.38036	0.86024	0.71976	0.36773	0.21414	0.31047	0.34639	0.45675	0.24432	0.40423	0.33723	0.26859	0.92055
