# Freq (Hz)	LIGO_Hanford_PSD (1/Hz)	LIGO_Livingston_PSD (1/Hz)	
20.000000	1.0000000e+00	2.4290500e-44
20.062500	1.0000000e+00	2.3255750e-44
20.125000	1.0000000e+00	2.2275000e-44
20.187500	1.0000000e+00	2.1338380e-44
20.250000	1.0000000e+00	2.0441000e-44
20.312500	1.0000000e+00	1.9580500e-44
20.375000	1.0000000e+00	1.8763250e-44
20.437500	1.0000000e+00	1.7977370e-44
20.500000	1.0000000e+00	1.7231250e-44
20.562500	1.0000000e+00	1.6517750e-44
20.625000	1.0000000e+00	1.5835870e-44
20.687500	1.0000000e+00	1.5186380e-44
20.750000	1.0000000e+00	1.4568870e-44
20.812500	1.0000000e+00	1.3975750e-44
20.875000	1.0000000e+00	1.3409630e-44
20.937500	1.0000000e+00	1.2870120e-44
21.000000	1.0000000e+00	1.2353930e-44
21.062500	1.0000000e+00	1.1863490e-44
21.125000	1.0000000e+00	1.1393790e-44
21.187500	1.0000000e+00	1.0944040e-44
21.250000	1.0000000e+00	1.0513440e-44
21.312500	1.0000000e+00	1.0103500e-44
21.375000	1.0000000e+00	9.7123000e-45
21.437500	1.0000000e+00	9.3393250e-45
21.500000	1.0000000e+00	8.9832870e-45
21.562500	1.0000000e+00	8.6435620e-45
21.625000	1.0000000e+00	8.3173130e-45
21.687500	1.0000000e+00	8.0060750e-45
21.750000	1.0000000e+00	7.7081500e-45
21.812500	1.0000000e+00	7.4235620e-45
21.875000	1.0000000e+00	7.1500750e-45
21.937500	1.0000000e+00	6.8890000e-45
22.000000	1.0000000e+00	6.6386370e-45
22.062500	1.0000000e+00	6.4000000e-45
22.125000	1.0000000e+00	6.1714250e-45
22.187500	1.0000000e+00	5.9518750e-45
22.250000	1.0000000e+00	5.7409000e-45
22.312500	1.0000000e+00	5.5388000e-45
22.375000	1.0000000e+00	5.3462380e-45
22.437500	1.0000000e+00	5.1616000e-45
22.500000	1.0000000e+00	4.9845880e-45
22.562500	1.0000000e+00	4.8141120e-45
22.625000	1.0000000e+00	4.6499120e-45
22.687500	1.0000000e+00	4.4926500e-45
22.750000	1.0000000e+00	4.3421000e-45
22.812500	1.0000000e+00	4.1983380e-45
22.875000	1.0000000e+00	4.0612620e-45
22.937500	1.0000000e+00	3.9290380e-45
23.000000	1.0000000e+00	3.8021000e-45
23.062500	1.0000000e+00	3.6804500e-45
23.125000	1.0000000e+00	3.5640000e-45
23.187500	1.0000000e+00	3.4512500e-45
23.250000	1.0000000e+00	3.3438630e-45
23.312500	1.0000000e+00	3.2410250e-45
23.375000	1.0000000e+00	3.1422380e-45
23.437500	1.0000000e+00	3.0475000e-45
23.500000	1.0000000e+00	2.9558630e-45
23.562500	1.0000000e+00	2.8683000e-45
23.625000	1.0000000e+00	2.7842380e-45
23.687500	1.0000000e+00	2.7029500e-45
23.750000	1.0000000e+00	2.6257500e-45
23.812500	1.0000000e+00	2.5513120e-45
23.875000	1.0000000e+00	2.4789870e-45
23.937500	1.0000000e+00	2.4100870e-45
24.000000	1.0000000e+00	2.3437370e-45
24.062500	1.0000000e+00	2.2800000e-45
24.125000	1.0000000e+00	2.2187500e-45
24.187500	1.0000000e+00	2.1596750e-45
24.250000	1.0000000e+00	2.1028630e-45
24.312500	1.0000000e+00	2.0482370e-45
24.375000	1.0000000e+00	1.9959130e-45
24.437500	1.0000000e+00	1.9453500e-45
24.500000	1.0000000e+00	1.8967370e-45
24.562500	1.0000000e+00	1.8499250e-45
24.625000	1.0000000e+00	1.8047130e-45
24.687500	1.0000000e+00	1.7611120e-45
24.750000	1.0000000e+00	1.7190120e-45
24.812500	1.0000000e+00	1.6783000e-45
24.875000	1.0000000e+00	1.6392750e-45
24.937500	1.0000000e+00	1.6014130e-45
25.000000	1.0000000e+00	1.5650250e-45
25.062500	1.0000000e+00	1.5298250e-45
25.125000	1.0000000e+00	1.4957750e-45
25.187500	1.0000000e+00	1.4629250e-45
25.250000	1.0000000e+00	1.4313000e-45
25.312500	1.0000000e+00	1.4009630e-45
25.375000	1.0000000e+00	1.3714120e-45
25.437500	1.0000000e+00	1.3429250e-45
25.500000	1.0000000e+00	1.3154370e-45
25.562500	1.0000000e+00	1.2889250e-45
25.625000	1.0000000e+00	1.2631750e-45
25.687500	1.0000000e+00	1.2381870e-45
25.750000	1.0000000e+00	1.2140910e-45
25.812500	1.0000000e+00	1.1907930e-45
25.875000	1.0000000e+00	1.1683530e-45
25.937500	1.0000000e+00	1.1464550e-45
26.000000	1.0000000e+00	1.1251840e-45
26.062500	1.0000000e+00	1.1045470e-45
26.125000	1.0000000e+00	1.0846450e-45
26.187500	1.0000000e+00	1.0652910e-45
26.250000	1.0000000e+00	1.0466690e-45
26.312500	1.0000000e+00	1.0285050e-45
26.375000	1.0000000e+00	1.0108310e-45
26.437500	1.0000000e+00	9.9381370e-46
26.500000	1.0000000e+00	9.7719880e-46
26.562500	1.0000000e+00	9.6113250e-46
26.625000	1.0000000e+00	9.4564000e-46
26.687500	1.0000000e+00	9.3064000e-46
26.750000	1.0000000e+00	9.1607750e-46
26.812500	1.0000000e+00	9.0181870e-46
26.875000	1.0000000e+00	8.8803500e-46
26.937500	1.0000000e+00	8.7465750e-46
27.000000	1.0000000e+00	8.6179750e-46
27.062500	1.0000000e+00	8.4906000e-46
27.125000	1.0000000e+00	8.3678250e-46
27.187500	1.0000000e+00	8.2499250e-46
27.250000	1.0000000e+00	8.1330870e-46
27.312500	1.0000000e+00	8.0192880e-46
27.375000	1.0000000e+00	7.9099880e-46
27.437500	1.0000000e+00	7.8040250e-46
27.500000	1.0000000e+00	7.7002120e-46
27.562500	1.0000000e+00	7.5993750e-46
27.625000	1.0000000e+00	7.5009000e-46
27.687500	1.0000000e+00	7.4048130e-46
27.750000	1.0000000e+00	7.3116000e-46
27.812500	1.0000000e+00	7.2213750e-46
27.875000	1.0000000e+00	7.1337620e-46
27.937500	1.0000000e+00	7.0475000e-46
28.000000	1.0000000e+00	6.9642130e-46
28.062500	1.0000000e+00	6.8833250e-46
28.125000	1.0000000e+00	6.8046870e-46
28.187500	1.0000000e+00	6.7289750e-46
28.250000	1.0000000e+00	6.6547620e-46
28.312500	1.0000000e+00	6.5821500e-46
28.375000	1.0000000e+00	6.5108620e-46
28.437500	1.0000000e+00	6.4415880e-46
28.500000	1.0000000e+00	6.3735880e-46
28.562500	1.0000000e+00	6.3074130e-46
28.625000	1.0000000e+00	6.2421500e-46
28.687500	1.0000000e+00	6.1788370e-46
28.750000	1.0000000e+00	6.1166870e-46
28.812500	1.0000000e+00	6.0559620e-46
28.875000	1.0000000e+00	5.9989250e-46
28.937500	1.0000000e+00	5.9415630e-46
29.000000	1.0000000e+00	5.8861500e-46
29.062500	1.0000000e+00	5.8323000e-46
29.125000	1.0000000e+00	5.7793750e-46
29.187500	1.0000000e+00	5.7284130e-46
29.250000	1.0000000e+00	5.6778630e-46
29.312500	1.0000000e+00	5.6290870e-46
29.375000	1.0000000e+00	5.5815130e-46
29.437500	1.0000000e+00	5.5347630e-46
29.500000	1.0000000e+00	5.4893000e-46
29.562500	1.0000000e+00	5.4451250e-46
29.625000	1.0000000e+00	5.4016120e-46
29.687500	1.0000000e+00	5.3586000e-46
29.750000	1.0000000e+00	5.3168000e-46
29.812500	1.0000000e+00	5.2752250e-46
29.875000	1.0000000e+00	5.2345000e-46
29.937500	1.0000000e+00	5.1954620e-46
30.000000	2.3001000e-45	5.1577250e-46
30.062500	2.2592750e-45	5.1196370e-46
30.125000	2.2193630e-45	5.0824250e-46
30.187500	2.1802750e-45	5.0456130e-46
30.250000	2.1420500e-45	5.0095370e-46
30.312500	2.1045620e-45	4.9734630e-46
30.375000	2.0679620e-45	4.9385630e-46
30.437500	2.0321000e-45	4.9054750e-46
30.500000	1.9970870e-45	4.8725130e-46
30.562500	1.9628130e-45	4.8400870e-46
30.625000	1.9292000e-45	4.8083620e-46
30.687500	1.8963880e-45	4.7780250e-46
30.750000	1.8644000e-45	4.7471870e-46
30.812500	1.8330000e-45	4.7174370e-46
30.875000	1.8023500e-45	4.6862000e-46
30.937500	1.7723000e-45	4.6568000e-46
31.000000	1.7428500e-45	4.6282870e-46
31.062500	1.7141380e-45	4.6003880e-46
31.125000	1.6858500e-45	4.5731250e-46
31.187500	1.6581880e-45	4.5458130e-46
31.250000	1.6311250e-45	4.5190500e-46
31.312500	1.6046630e-45	4.4921250e-46
31.375000	1.5786250e-45	4.4655380e-46
31.437500	1.5531750e-45	4.4388250e-46
31.500000	1.5282250e-45	4.4127250e-46
31.562500	1.5038750e-45	4.3873120e-46
31.625000	1.4800250e-45	4.3626120e-46
31.687500	1.4566500e-45	4.3381000e-46
31.750000	1.4337500e-45	4.3124630e-46
31.812500	1.4113000e-45	4.2854250e-46
31.875000	1.3893380e-45	4.2604380e-46
31.937500	1.3678250e-45	4.2337250e-46
32.000000	1.3467500e-45	4.2078120e-46
32.062500	1.3261130e-45	4.1816000e-46
32.125000	1.3058000e-45	4.1561000e-46
32.187500	1.2859500e-45	4.1310380e-46
32.250000	1.2665000e-45	4.1065750e-46
32.312500	1.2474860e-45	4.0812500e-46
32.375000	1.2287580e-45	4.0581000e-46
32.437500	1.2104150e-45	4.0354620e-46
32.500000	1.1924440e-45	4.0129120e-46
32.562500	1.1747430e-45	3.9909000e-46
32.625000	1.1574660e-45	3.9693250e-46
32.687500	1.1404910e-45	3.9476250e-46
32.750000	1.1238960e-45	3.9264500e-46
32.812500	1.1075740e-45	3.9056750e-46
32.875000	1.0916120e-45	3.8847120e-46
32.937500	1.0758810e-45	3.8642130e-46
33.000000	1.0604930e-45	3.8438750e-46
33.062500	1.0453890e-45	3.8236750e-46
33.125000	1.0305650e-45	3.8031750e-46
33.187500	1.0160840e-45	3.7834750e-46
33.250000	1.0019010e-45	3.7639880e-46
33.312500	9.8795750e-46	3.7441370e-46
33.375000	9.7421380e-46	3.7247380e-46
33.437500	9.6074370e-46	3.7051630e-46
33.500000	9.4802120e-46	3.6859880e-46
33.562500	9.3459880e-46	3.6667120e-46
33.625000	9.2187130e-46	3.6469500e-46
33.687500	9.0940250e-46	3.6280370e-46
33.750000	8.9712870e-46	3.6098000e-46
33.812500	8.8515000e-46	3.5908750e-46
33.875000	8.7332500e-46	3.5721620e-46
33.937500	8.6179250e-46	3.5537130e-46
34.000000	8.5036620e-46	3.5353370e-46
34.062500	8.3918880e-46	3.5173130e-46
