# Freq (Hz)	LIGO_Hanford_PSD (1/Hz)	LIGO_Livingston_PSD (1/Hz)	
59.500000	2.3171550e-46	9.2760000e-47
59.750000	2.2788750e-46	9.2024500e-47
60.000000	2.2417200e-46	9.1294000e-47
60.250000	2.2055550e-46	9.0598000e-47
60.500000	2.1703450e-46	8.9906500e-47
60.750000	2.1361750e-46	8.9223000e-47
61.000000	2.1028750e-46	8.8552500e-47
61.250000	2.0706950e-46	8.7879000e-47
61.500000	2.0392400e-46	8.7219000e-47
61.750000	2.0084300e-46	8.6578500e-47
62.000000	1.9786850e-46	8.5934500e-47
62.250000	1.9494600e-46	8.5303500e-47
62.500000	1.9210950e-46	8.4692000e-47
62.750000	1.8936600e-46	8.4082500e-47
63.000000	1.8668400e-46	8.3478500e-47
63.250000	1.8408200e-46	8.2906000e-47
63.500000	1.8149200e-46	8.2312500e-47
63.750000	1.7902100e-46	8.1736500e-47
64.000000	1.7659650e-46	8.1171500e-47
64.250000	1.7422950e-46	8.0614000e-47
64.500000	1.7192250e-46	8.0071500e-47
64.750000	1.6964100e-46	7.9536500e-47
65.000000	1.6743800e-46	7.9008500e-47
65.250000	1.6530000e-46	7.8486000e-47
65.500000	1.6320100e-46	7.7970000e-47
65.750000	1.6115550e-46	7.7462500e-47
66.000000	1.5916550e-46	7.6963000e-47
66.250000	1.5721950e-46	7.6477000e-47
66.500000	1.5530750e-46	7.6006500e-47
66.750000	1.5345400e-46	7.5528500e-47
67.000000	1.5165200e-46	7.5068500e-47
67.250000	1.4989450e-46	7.4612500e-47
67.500000	1.4817400e-46	7.4165500e-47
67.750000	1.4648150e-46	7.3719500e-47
68.000000	1.4483450e-46	7.3282500e-47
68.250000	1.4321800e-46	7.2845000e-47
68.500000	1.4163750e-46	7.2422000e-47
68.750000	1.4008300e-46	7.2003000e-47
69.000000	1.3858700e-46	7.1586500e-47
69.250000	1.3710700e-46	7.1181000e-47
69.500000	1.3567950e-46	7.0779500e-47
69.750000	1.3430350e-46	7.0383500e-47
70.000000	1.3292850e-46	6.9991000e-47
70.250000	1.3160200e-46	6.9611000e-47
70.500000	1.3029900e-46	6.9241000e-47
70.750000	1.2901100e-46	6.8865000e-47
71.000000	1.2777000e-46	6.8498500e-47
71.250000	1.2655700e-46	6.8134500e-47
71.500000	1.2537050e-46	6.7775000e-47
71.750000	1.2419750e-46	6.7423000e-47
72.000000	1.2305800e-46	6.7078000e-47
72.250000	1.2192750e-46	6.6738500e-47
72.500000	1.2083500e-46	6.6403000e-47
72.750000	1.1976200e-46	6.6076500e-47
73.000000	1.1872300e-46	6.5755500e-47
73.250000	1.1770550e-46	6.5441500e-47
73.500000	1.1671200e-46	6.5130500e-47
73.750000	1.1573050e-46	6.4822000e-47
74.000000	1.1477150e-46	6.4519500e-47
74.250000	1.1384800e-46	6.4222000e-47
74.500000	1.1293950e-46	6.3927000e-47
74.750000	1.1205000e-46	6.3646500e-47
75.000000	1.1118200e-46	6.3365000e-47
75.250000	1.1034500e-46	6.3088500e-47
75.500000	1.0952450e-46	6.2811500e-47
75.750000	1.0870700e-46	6.2537500e-47
76.000000	1.0791250e-46	6.2273000e-47
76.250000	1.0713000e-46	6.2007500e-47
76.500000	1.0636050e-46	6.1752000e-47
76.750000	1.0561700e-46	6.1494000e-47
77.000000	1.0488650e-46	6.1241000e-47
77.250000	1.0417800e-46	6.0987500e-47
77.500000	1.0347250e-46	6.0747000e-47
77.750000	1.0279100e-46	6.0503500e-47
78.000000	1.0211650e-46	6.0263500e-47
78.250000	1.0147450e-46	6.0035000e-47
78.500000	1.0083200e-46	5.9801000e-47
78.750000	1.0020750e-46	5.9579500e-47
79.000000	9.9596000e-47	5.9358000e-47
79.250000	9.8991500e-47	5.9138500e-47
79.500000	9.8404500e-47	5.8926500e-47
79.750000	9.7833000e-47	5.8715500e-47
80.000000	9.7266500e-47	5.8506500e-47
80.250000	9.6723000e-47	5.8301500e-47
80.500000	9.6197000e-47	5.8104000e-47
80.750000	9.5685500e-47	5.7907000e-47
81.000000	9.5182500e-47	5.7713000e-47
81.250000	9.4686500e-47	5.7528000e-47
81.500000	9.4199000e-47	5.7349000e-47
81.750000	9.3725000e-47	5.7169500e-47
82.000000	9.3260500e-47	5.6988000e-47
82.250000	9.2801500e-47	5.6809500e-47
82.500000	9.2361000e-47	5.6636500e-47
82.750000	9.1925000e-47	5.6463500e-47
83.000000	9.1498500e-47	5.6294000e-47
83.250000	9.1088500e-47	5.6122500e-47
83.500000	9.0676500e-47	5.5958500e-47
83.750000	9.0285000e-47	5.5795000e-47
84.000000	8.9902500e-47	5.5638000e-47
84.250000	8.9522500e-47	5.5485000e-47
84.500000	8.9146500e-47	5.5333500e-47
84.750000	8.8779000e-47	5.5189000e-47
85.000000	8.8429500e-47	5.5046500e-47
85.250000	8.8083500e-47	5.4898500e-47
85.500000	8.7730500e-47	5.4763500e-47
85.750000	8.7395500e-47	5.4618500e-47
86.000000	8.7063500e-47	5.4481000e-47
86.250000	8.6747500e-47	5.4350000e-47
86.500000	8.6436000e-47	5.4218500e-47
86.750000	8.6122000e-47	5.4089500e-47
87.000000	8.5823500e-47	5.3960000e-47
87.250000	8.5540000e-47	5.3836000e-47
87.500000	8.5257000e-47	5.3718500e-47
87.750000	8.4972000e-47	5.3602500e-47
88.000000	8.4692000e-47	5.3483000e-47
88.250000	8.4424000e-47	5.3370000e-47
88.500000	8.4158500e-47	5.3257000e-47
88.750000	8.3903000e-47	5.3149500e-47
89.000000	8.3643000e-47	5.3040500e-47
89.250000	8.3399000e-47	5.2931000e-47
89.500000	8.3156500e-47	5.2830500e-47
89.750000	8.2916000e-47	5.2730500e-47
90.000000	8.2685000e-47	5.2630000e-47
90.250000	8.2461000e-47	5.2532500e-47
90.500000	8.2236000e-47	5.2431500e-47
90.750000	8.2025000e-47	5.2337000e-47
91.000000	8.1801500e-47	5.2244000e-47
91.250000	8.1597000e-47	5.2156000e-47
91.500000	8.1395000e-47	5.2065500e-47
91.750000	8.1192500e-47	5.1980500e-47
92.000000	8.0997500e-47	5.1896500e-47
92.250000	8.0798500e-47	5.1813000e-47
92.500000	8.0614000e-47	5.1733000e-47
92.750000	8.0431500e-47	5.1652000e-47
93.000000	8.0248000e-47	5.1575500e-47
93.250000	8.0076500e-47	5.1502000e-47
93.500000	7.9910000e-47	5.1430000e-47
93.750000	7.9751500e-47	5.1359500e-47
94.000000	7.9586000e-47	5.1291500e-47
94.250000	7.9422000e-47	5.1225500e-47
94.500000	7.9262000e-47	5.1159500e-47
94.750000	7.9104000e-47	5.1093500e-47
95.000000	7.8950500e-47	5.1029500e-47
95.250000	7.8793500e-47	5.0971000e-47
95.500000	7.8643500e-47	5.0909000e-47
95.750000	7.8509000e-47	5.0849500e-47
96.000000	7.8358000e-47	5.0789000e-47
96.250000	7.8213000e-47	5.0734000e-47
96.500000	7.8086500e-47	5.0677000e-47
96.750000	7.7954500e-47	5.0628000e-47
97.000000	7.7819000e-47	5.0573000e-47
97.250000	7.7690000e-47	5.0523000e-47
97.500000	7.7561500e-47	5.0472500e-47
97.750000	7.7434000e-47	5.0421000e-47
98.000000	7.7297000e-47	5.0369000e-47
98.250000	7.7184500e-47	5.0319500e-47
98.500000	7.7069000e-47	5.0274000e-47
98.750000	7.6947500e-47	5.0230500e-47
99.000000	7.6826000e-47	5.0184500e-47
99.250000	7.6703000e-47	5.0143500e-47
99.500000	7.6584000e-47	5.0101000e-47
99.750000	7.6465500e-47	5.0066500e-47
100.000000	7.6351500e-47	5.0025500e-47
100.250000	7.6230500e-47	4.9988150e-47
100.500000	7.6112500e-47	4.9951650e-47
100.750000	7.5994000e-47	4.9916900e-47
101.000000	7.5890000e-47	4.9881050e-47
101.250000	7.5781000e-47	4.9848500e-47
101.500000	7.5673000e-47	4.9812450e-47
101.750000	7.5566500e-47	4.9784200e-47
102.000000	7.5456000e-47	4.9756950e-47
102.250000	7.5347500e-47	4.9730450e-47
102.500000	7.5230500e-47	4.9703900e-47
102.750000	7.5119500e-47	4.9676800e-47
103.000000	7.5012000e-47	4.9649800e-47
103.250000	7.4900000e-47	4.9621400e-47
103.500000	7.4789500e-47	4.9597500e-47
103.750000	7.4685500e-47	4.9576550e-47
104.000000	7.4574500e-47	4.9554650e-47
104.250000	7.4468500e-47	4.9535000e-47
104.500000	7.4366000e-47	4.9514350e-47
104.750000	7.4256500e-47	4.9495450e-47
105.000000	7.4151000e-47	4.9472050e-47
105.250000	7.4040000e-47	4.9454150e-47
105.500000	7.3937000e-47	4.9437250e-47
105.750000	7.3834000e-47	4.9419500e-47
106.000000	7.3731500e-47	4.9404600e-47
106.250000	7.3635000e-47	4.9389550e-47
106.500000	7.3531500e-47	4.9374000e-47
106.750000	7.3435000e-47	4.9358250e-47
107.000000	7.3331500e-47	4.9344050e-47
107.250000	7.3229500e-47	4.9337850e-47
107.500000	7.3124500e-47	4.9321250e-47
107.750000	7.3016500e-47	4.9311550e-47
108.000000	7.2913500e-47	4.9302550e-47
108.250000	7.2805000e-47	4.9293050e-47
108.500000	7.2699500e-47	4.9283550e-47
108.750000	7.2596500e-47	4.9277700e-47
109.000000	7.2488000e-47	4.9272050e-47
109.250000	7.2379000e-47	4.9267750e-47
109.500000	7.2271000e-47	4.9264450e-47
109.750000	7.2161000e-47	4.9262650e-47
110.000000	7.2052000e-47	4.9257950e-47
110.250000	7.1945500e-47	4.9255000e-47
110.500000	7.1839500e-47	4.9252250e-47
110.750000	7.1731000e-47	4.9247850e-47
111.000000	7.1620500e-47	4.9243850e-47
111.250000	7.1515000e-47	4.9243650e-47
111.500000	7.1403500e-47	4.9244500e-47
111.750000	7.1287500e-47	4.9244350e-47
112.000000	7.1180500e-47	4.9241950e-47
112.250000	7.1070500e-47	4.9243500e-47
112.500000	7.0964000e-47	4.9246850e-47
112.750000	7.0855000e-47	4.9250250e-47
113.000000	7.0749000e-47	4.9252750e-47
113.250000	7.0639000e-47	4.9257400e-47
113.500000	7.0525500e-47	4.9257550e-47
113.750000	7.0412500e-47	4.9263350e-47
114.000000	7.0307000e-47	4.9265100e-47
114.250000	7.0194500e-47	4.9270350e-47
114.500000	7.0088500e-47	4.9280500e-47
114.750000	6.9979500e-47	4.9287600e-47
115.000000	6.9871500e-47	4.9296400e-47
115.250000	6.9762500e-47	4.9303800e-47
115.500000	6.9655500e-47	4.9313400e-47
115.750000	6.9552000e-47	4.9320950e-47
116.000000	6.9449000e-47	4.9330050e-47
116.250000	6.9342500e-47	4.9337450e-47
116.500000	6.9236000e-47	4.9346000e-47
116.750000	6.9132000e-47	4.9353000e-47
117.000000	6.9026000e-47	4.9362700e-47
117.250000	6.8919000e-47	4.9372200e-47
117.500000	6.8813000e-47	4.9379750e-47
117.750000	6.8705000e-47	4.9389500e-47
118.000000	6.8601500e-47	4.9399950e-47
118.250000	6.8497500e-47	4.9409800e-47
118.500000	6.8398500e-47	4.9420450e-47
118.750000	6.8295500e-47	4.9433800e-47
119.000000	6.8194000e-47	4.9446050e-47
119.250000	6.8093500e-47	4.9455500e-47
119.500000	6.7989000e-47	4.9466600e-47
119.750000	6.7885000e-47	4.9480650e-47
120.000000	6.7780000e-47	4.9493950e-47
120.250000	6.7679000e-47	4.9506950e-47
120.500000	6.7584500e-47	4.9520500e-47
120.750000	6.7486000e-47	4.9530800e-47
121.000000	6.7385500e-47	4.9545150e-47
121.250000	6.7285500e-47	4.9553400e-47
121.500000	6.7189500e-47	4.9566250e-47
121.750000	6.7088500e-47	4.9579200e-47
122.000000	6.6992500e-47	4.9593500e-47
122.250000	6.6888000e-47	4.9607650e-47
122.500000	6.6786500e-47	4.9620650e-47
122.750000	6.6687000e-47	4.9635350e-47
123.000000	6.6583000e-47	4.9651500e-47
123.250000	6.6484000e-47	4.9668600e-47
123.500000	6.6382000e-47	4.9684100e-47
123.750000	6.6279500e-47	4.9695900e-47
124.000000	6.6180000e-47	4.9710300e-47
124.250000	6.6075500e-47	4.9725950e-47
124.500000	6.5978500e-47	4.9743150e-47
124.750000	6.5880500e-47	4.9756050e-47
125.000000	6.5777000e-47	4.9770050e-47
125.250000	6.5681500e-47	4.9785600e-47
125.500000	6.5581000e-47	4.9803400e-47
125.750000	6.5485500e-47	4.9818550e-47
126.000000	6.5384000e-47	4.9836050e-47
126.250000	6.5280500e-47	4.9849200e-47
126.500000	6.5183000e-47	4.9864000e-47
126.750000	6.5080500e-47	4.9879400e-47
127.000000	6.4987000e-47	4.9898050e-47
127.250000	6.4887000e-47	4.9914000e-47
127.500000	6.4793500e-47	4.9928550e-47
127.750000	6.4696500e-47	4.9945000e-47
128.000000	6.4596500e-47	4.9959650e-47
128.250000	6.4498500e-47	4.9972950e-47
128.500000	6.4401000e-47	4.9985700e-47
128.750000	6.4308000e-47	4.9999800e-47
129.000000	6.4211500e-47	5.0015500e-47
129.250000	6.4119000e-47	5.0030500e-47
129.500000	6.4024500e-47	5.0044000e-47
129.750000	6.3929500e-47	5.0057500e-47
130.000000	6.3835500e-47	5.0073000e-47
130.250000	6.3742500e-47	5.0090500e-47
130.500000	6.3647500e-47	5.0107000e-47
130.750000	6.3551500e-47	5.0121000e-47
131.000000	6.3458000e-47	5.0138500e-47
131.250000	6.3363500e-47	5.0153000e-47
131.500000	6.3270000e-47	5.0170000e-47
131.750000	6.3179500e-47	5.0186500e-47
132.000000	6.3086500e-47	5.0205500e-47
132.250000	6.2993500e-47	5.0223000e-47
132.500000	6.2899000e-47	5.0238500e-47
132.750000	6.2810500e-47	5.0254500e-47
133.000000	6.2716500e-47	5.0268000e-47
133.250000	6.2629000e-47	5.0285500e-47
133.500000	6.2537500e-47	5.0301500e-47
133.750000	6.2453000e-47	5.0316000e-47
134.000000	6.2358500e-47	5.0330500e-47
134.250000	6.2266500e-47	5.0348500e-47
134.500000	6.2170500e-47	5.0364500e-47
134.750000	6.2077000e-47	5.0377000e-47
135.000000	6.1983000e-47	5.0391000e-47
135.250000	6.1891500e-47	5.0407500e-47
135.500000	6.1800500e-47	5.0427500e-47
135.750000	6.1711500e-47	5.0439500e-47
136.000000	6.1621500e-47	5.0453500e-47
136.250000	6.1532500e-47	5.0468500e-47
136.500000	6.1443500e-47	5.0486500e-47
136.750000	6.1347500e-47	5.0500500e-47
137.000000	6.1258500e-47	5.0519500e-47
137.250000	6.1169000e-47	5.0536500e-47
137.500000	6.1085000e-47	5.0554000e-47
137.750000	6.0997500e-47	5.0573000e-47
138.000000	6.0908500e-47	5.0589500e-47
138.250000	6.0822500e-47	5.0603000e-47
138.500000	6.0733500e-47	5.0618500e-47
138.750000	6.0645000e-47	5.0635000e-47
139.000000	6.0558500e-47	5.0651500e-47
139.250000	6.0473500e-47	5.0669000e-47
139.500000	6.0384000e-47	5.0686500e-47
139.750000	6.0296500e-47	5.0702500e-47
140.000000	6.0210000e-47	5.0719500e-47
140.250000	6.0122500e-47	5.0736000e-47
140.500000	6.0037500e-47	5.0750500e-47
140.750000	5.9955000e-47	5.0768500e-47
141.000000	5.9868500e-47	5.0783500e-47
141.250000	5.9782000e-47	5.0800500e-47
141.500000	5.9697500e-47	5.0817000e-47
141.750000	5.9610500e-47	5.0833500e-47
142.000000	5.9527500e-47	5.0852000e-47
142.250000	5.9447000e-47	5.0868500e-47
142.500000	5.9363500e-47	5.0882500e-47
142.750000	5.9277500e-47	5.0897500e-47
143.000000	5.9193000e-47	5.0913500e-47
143.250000	5.9107000e-47	5.0928500e-47
143.500000	5.9022000e-47	5.0945000e-47
143.750000	5.8940000e-47	5.0964500e-47
144.000000	5.8857000e-47	5.0981500e-47
144.250000	5.8775000e-47	5.0996500e-47
144.500000	5.8693000e-47	5.1013000e-47
144.750000	5.8610500e-47	5.1028500e-47
145.000000	5.8529500e-47	5.1046000e-47
145.250000	5.8446500e-47	5.1063500e-47
145.500000	5.8364000e-47	5.1082000e-47
145.750000	5.8282000e-47	5.1099000e-47
146.000000	5.8198500e-47	5.1113500e-47
146.250000	5.8117500e-47	5.1129000e-47
146.500000	5.8037500e-47	5.1145500e-47
146.750000	5.7954500e-47	5.1162500e-47
147.000000	5.7873500e-47	5.1179000e-47
147.250000	5.7792500e-47	5.1197000e-47
147.500000	5.7710500e-47	5.1213000e-47
147.750000	5.7633500e-47	5.1230000e-47
148.000000	5.7550500e-47	5.1246000e-47
148.250000	5.7470500e-47	5.1264000e-47
148.500000	5.7389000e-47	5.1281000e-47
148.750000	5.7308500e-47	5.1297500e-47
149.000000	5.7224500e-47	5.1312500e-47
149.250000	5.7148500e-47	5.1330000e-47
149.500000	5.7068000e-47	5.1347000e-47
149.750000	5.6990000e-47	5.1364500e-47
150.000000	5.6910500e-47	5.1381500e-47
150.250000	5.6832500e-47	5.1400500e-47
150.500000	5.6750500e-47	5.1418500e-47
150.750000	5.6669000e-47	5.1434000e-47
151.000000	5.6591000e-47	5.1450500e-47
151.250000	5.6515500e-47	5.1468000e-47
151.500000	5.6433000e-47	5.1487000e-47
151.750000	5.6356000e-47	5.1502500e-47
152.000000	5.6278500e-47	5.1522500e-47
152.250000	5.6199000e-47	5.1540500e-47
152.500000	5.6120000e-47	5.1555500e-47
152.750000	5.6042000e-47	5.1572000e-47
153.000000	5.5964500e-47	5.1591000e-47
153.250000	5.5889000e-47	5.1607000e-47
153.500000	5.5810000e-47	5.1628500e-47
153.750000	5.5735500e-47	5.1646500e-47
154.000000	5.5657500e-47	5.1661500e-47
154.250000	5.5584500e-47	5.1677000e-47
154.500000	5.5512000e-47	5.1695000e-47
154.750000	5.5434500e-47	5.1714000e-47
155.000000	5.5359000e-47	5.1730500e-47
155.250000	5.5286500e-47	5.1747500e-47
155.500000	5.5212500e-47	5.1766500e-47
155.750000	5.5138000e-47	5.1784500e-47
156.000000	5.5066000e-47	5.1801000e-47
156.250000	5.4994500e-47	5.1818500e-47
156.500000	5.4922000e-47	5.1836000e-47
156.750000	5.4847500e-47	5.1855500e-47
157.000000	5.4776500e-47	5.1872500e-47
157.250000	5.4702500e-47	5.1891000e-47
157.500000	5.4630000e-47	5.1906500e-47
157.750000	5.4556500e-47	5.1923000e-47
158.000000	5.4485000e-47	5.1940500e-47
158.250000	5.4412000e-47	5.1957500e-47
158.500000	5.4339500e-47	5.1973500e-47
158.750000	5.4263000e-47	5.1992500e-47
159.000000	5.4188500e-47	5.2010500e-47
159.250000	5.4113000e-47	5.2029000e-47
159.500000	5.4044000e-47	5.2048500e-47
159.750000	5.3972000e-47	5.2067000e-47
160.000000	5.3902000e-47	5.2084500e-47
160.250000	5.3830500e-47	5.2102500e-47
160.500000	5.3762000e-47	5.2121500e-47
160.750000	5.3690500e-47	5.2141000e-47
161.000000	5.3620500e-47	5.2161000e-47
161.250000	5.3553000e-47	5.2180500e-47
161.500000	5.3485500e-47	5.2197500e-47
161.750000	5.3417500e-47	5.2212000e-47
162.000000	5.3349500e-47	5.2228000e-47
162.250000	5.3280500e-47	5.2248000e-47
162.500000	5.3209500e-47	5.2266000e-47
162.750000	5.3142500e-47	5.2284000e-47
163.000000	5.3075000e-47	5.2303500e-47
163.250000	5.3012500e-47	5.2323000e-47
163.500000	5.2947500e-47	5.2340000e-47
163.750000	5.2881000e-47	5.2360000e-47
164.000000	5.2819000e-47	5.2378000e-47
164.250000	5.2750000e-47	5.2397000e-47
164.500000	5.2681000e-47	5.2414500e-47
164.750000	5.2617500e-47	5.2433000e-47
165.000000	5.2551500e-47	5.2449000e-47
165.250000	5.2485000e-47	5.2469000e-47
165.500000	5.2418500e-47	5.2489500e-47
165.750000	5.2350500e-47	5.2508000e-47
166.000000	5.2285000e-47	5.2528000e-47
166.250000	5.2217500e-47	5.2548500e-47
166.500000	5.2153500e-47	5.2568000e-47
166.750000	5.2088500e-47	5.2585500e-47
167.000000	5.2024000e-47	5.2605000e-47
167.250000	5.1964000e-47	5.2623000e-47
167.500000	5.1901500e-47	5.2641500e-47
167.750000	5.1839500e-47	5.2663000e-47
168.000000	5.1778000e-47	5.2681000e-47
168.250000	5.1717000e-47	5.2701500e-47
168.500000	5.1655000e-47	5.2722500e-47
168.750000	5.1588000e-47	5.2741500e-47
169.000000	5.1524000e-47	5.2762500e-47
169.250000	5.1466000e-47	5.2780500e-47
169.500000	5.1403500e-47	5.2798500e-47
169.750000	5.1339000e-47	5.2820000e-47
170.000000	5.1278500e-47	5.2839500e-47
170.250000	5.1216000e-47	5.2858000e-47
170.500000	5.1154500e-47	5.2876500e-47
170.750000	5.1092500e-47	5.2895000e-47
