# Freq (Hz)	LIGO_Hanford_PSD (1/Hz)	LIGO_Livingston_PSD (1/Hz)	
38.125000	6.1745000e-46	8.6714250e-46
38.250000	5.7285000e-46	8.5683250e-46
38.375000	5.3486500e-46	8.4692750e-46
38.500000	5.0842000e-46	8.3701250e-46
38.625000	4.8367000e-46	8.2709000e-46
38.750000	4.5750000e-46	8.1734750e-46
38.875000	4.5144250e-46	8.0795250e-46
39.000000	4.4820250e-46	7.9870250e-46
39.125000	4.4563250e-46	7.8993000e-46
39.250000	4.4398750e-46	7.8105000e-46
39.375000	4.4414500e-46	7.7230250e-46
39.500000	4.4727000e-46	7.6370000e-46
39.625000	4.5039000e-46	7.5543000e-46
39.750000	4.6482250e-46	7.4725250e-46
39.875000	4.8834500e-46	7.3911250e-46
40.000000	5.2668000e-46	7.3126250e-46
40.125000	5.9550500e-46	7.2361000e-46
40.250000	7.0852750e-46	7.1593500e-46
40.375000	9.2357750e-46	7.0838500e-46
40.500000	1.3739430e-45	7.0102250e-46
40.625000	2.5179250e-45	6.9400000e-46
40.750000	6.6409500e-45	6.8712500e-46
40.875000	5.6060250e-44	6.8027000e-46
41.000000	5.9267750e-44	6.7342000e-46
41.125000	6.7894500e-45	6.6652750e-46
41.250000	2.5354250e-45	6.5985500e-46
41.375000	1.3469300e-45	6.5301750e-46
41.500000	8.8550000e-46	6.4639000e-46
41.625000	6.6430750e-46	6.4006500e-46
41.750000	5.4449750e-46	6.3363750e-46
41.875000	4.7050500e-46	6.2732750e-46
42.000000	4.2738500e-46	6.2112250e-46
42.125000	3.9939000e-46	6.1515250e-46
42.250000	3.8017250e-46	6.0910750e-46
42.375000	3.6609250e-46	6.0293750e-46
42.500000	3.5472750e-46	5.9708500e-46
42.625000	3.4666500e-46	5.9103250e-46
42.750000	3.4078750e-46	5.8517500e-46
42.875000	3.3607000e-46	5.7944250e-46
43.000000	3.3223750e-46	5.7378000e-46
43.125000	3.2903500e-46	5.6824750e-46
43.250000	3.2629500e-46	5.6281500e-46
43.375000	3.2371000e-46	5.5751500e-46
43.500000	3.2123500e-46	5.5224000e-46
43.625000	3.1894000e-46	5.4701000e-46
43.750000	3.1685500e-46	5.4200000e-46
43.875000	3.1476750e-46	5.3702500e-46
44.000000	3.1273500e-46	5.3203500e-46
44.125000	3.1078750e-46	5.2722750e-46
44.250000	3.0873750e-46	5.2241000e-46
44.375000	3.0695250e-46	5.1768000e-46
44.500000	3.0521250e-46	5.1305500e-46
44.625000	3.0350750e-46	5.0848500e-46
44.750000	3.0181500e-46	5.0396750e-46
44.875000	3.0016750e-46	4.9950750e-46
45.000000	2.9859000e-46	4.9505500e-46
45.125000	2.9698000e-46	4.9069500e-46
45.250000	2.9540500e-46	4.8643000e-46
45.375000	2.9385000e-46	4.8228750e-46
45.500000	2.9233500e-46	4.7830250e-46
45.625000	2.9082750e-46	4.7423250e-46
45.750000	2.8937000e-46	4.7010250e-46
45.875000	2.8792500e-46	4.6621250e-46
46.000000	2.8653750e-46	4.6231500e-46
46.125000	2.8513250e-46	4.5840000e-46
46.250000	2.8372750e-46	4.5456000e-46
46.375000	2.8235000e-46	4.5077000e-46
46.500000	2.8102250e-46	4.4707750e-46
46.625000	2.7970750e-46	4.4341250e-46
46.750000	2.7837250e-46	4.3983000e-46
46.875000	2.7708000e-46	4.3629750e-46
47.000000	2.7573000e-46	4.3290500e-46
47.125000	2.7445750e-46	4.2955000e-46
47.250000	2.7317500e-46	4.2623500e-46
47.375000	2.7191750e-46	4.2290000e-46
47.500000	2.7064250e-46	4.1970000e-46
47.625000	2.6940000e-46	4.1650250e-46
47.750000	2.6819500e-46	4.1333000e-46
47.875000	2.6691000e-46	4.1016500e-46
48.000000	2.6569750e-46	4.0702750e-46
48.125000	2.6444000e-46	4.0399750e-46
48.250000	2.6324000e-46	4.0106500e-46
48.375000	2.6205000e-46	3.9817500e-46
48.500000	2.6085250e-46	3.9523250e-46
48.625000	2.5966250e-46	3.9234250e-46
48.750000	2.5846500e-46	3.8959000e-46
48.875000	2.5728750e-46	3.8689000e-46
49.000000	2.5614750e-46	3.8419500e-46
49.125000	2.5503000e-46	3.8156000e-46
49.250000	2.5389250e-46	3.7892500e-46
49.375000	2.5277000e-46	3.7622750e-46
49.500000	2.5167250e-46	3.7359500e-46
49.625000	2.5059000e-46	3.7102250e-46
49.750000	2.4951150e-46	3.6851750e-46
49.875000	2.4845950e-46	3.6599750e-46
50.000000	2.4739420e-46	3.6355250e-46
50.125000	2.4635630e-46	3.6116250e-46
50.250000	2.4529570e-46	3.5876000e-46
50.375000	2.4425900e-46	3.5638500e-46
50.500000	2.4322850e-46	3.5402500e-46
50.625000	2.4216600e-46	3.5169250e-46
50.750000	2.4114050e-46	3.4934750e-46
50.875000	2.4011420e-46	3.4706000e-46
51.000000	2.3909970e-46	3.4475500e-46
51.125000	2.3807350e-46	3.4250500e-46
51.250000	2.3706750e-46	3.4031500e-46
51.375000	2.3605280e-46	3.3816000e-46
51.500000	2.3506400e-46	3.3609500e-46
51.625000	2.3408670e-46	3.3395000e-46
51.750000	2.3311250e-46	3.3182750e-46
51.875000	2.3214200e-46	3.2976500e-46
52.000000	2.3117620e-46	3.2767750e-46
52.125000	2.3024150e-46	3.2565000e-46
52.250000	2.2927720e-46	3.2361000e-46
52.375000	2.2843570e-46	3.2163000e-46
52.500000	2.2756870e-46	3.1965250e-46
52.625000	2.2663730e-46	3.1776250e-46
52.750000	2.2562480e-46	3.1585000e-46
52.875000	2.2464330e-46	3.1394750e-46
53.000000	2.2361530e-46	3.1204250e-46
53.125000	2.2262100e-46	3.1019000e-46
53.250000	2.2168050e-46	3.0841250e-46
53.375000	2.2070730e-46	3.0659750e-46
53.500000	2.1975970e-46	3.0480250e-46
53.625000	2.1883780e-46	3.0301000e-46
53.750000	2.1788150e-46	3.0130000e-46
53.875000	2.1694080e-46	2.9957000e-46
54.000000	2.1600300e-46	2.9784750e-46
54.125000	2.1507370e-46	2.9614750e-46
54.250000	2.1416350e-46	2.9448000e-46
54.375000	2.1325170e-46	2.9278750e-46
54.500000	2.1232200e-46	2.9115500e-46
54.625000	2.1144350e-46	2.8956250e-46
54.750000	2.1055600e-46	2.8796500e-46
54.875000	2.0969800e-46	2.8639250e-46
55.000000	2.0884930e-46	2.8505500e-46
55.125000	2.0799280e-46	2.8403250e-46
55.250000	2.0716350e-46	2.8263000e-46
55.375000	2.0633850e-46	2.8134250e-46
55.500000	2.0551050e-46	2.8008500e-46
55.625000	2.0467900e-46	2.7889250e-46
55.750000	2.0384430e-46	2.7773250e-46
55.875000	2.0298700e-46	2.7666750e-46
56.000000	2.0215070e-46	2.7569250e-46
56.125000	2.0134550e-46	2.7483250e-46
56.250000	2.0054700e-46	2.7419500e-46
56.375000	1.9973750e-46	2.7364500e-46
56.500000	1.9894450e-46	2.7321500e-46
56.625000	1.9815700e-46	2.7308750e-46
56.750000	1.9738530e-46	2.7317000e-46
56.875000	1.9659200e-46	2.7354500e-46
57.000000	1.9582700e-46	2.7428000e-46
57.125000	1.9508550e-46	2.7535000e-46
57.250000	1.9433620e-46	2.7717500e-46
57.375000	1.9358670e-46	2.7976250e-46
57.500000	1.9284600e-46	2.8330500e-46
57.625000	1.9210620e-46	2.8828250e-46
57.750000	1.9136900e-46	2.9494000e-46
57.875000	1.9064030e-46	3.0394500e-46
58.000000	1.8990650e-46	3.1586750e-46
58.125000	1.8917800e-46	3.3271750e-46
58.250000	1.8846770e-46	3.5501750e-46
58.375000	1.8775130e-46	3.8455250e-46
58.500000	1.8703230e-46	4.2565750e-46
58.625000	1.8631080e-46	4.8346750e-46
58.750000	1.8562500e-46	5.6564000e-46
58.875000	1.8494650e-46	6.7083500e-46
59.000000	1.8424250e-46	8.0329250e-46
59.125000	1.8356630e-46	1.0005280e-45
59.250000	1.8287220e-46	1.2935980e-45
59.375000	1.8219550e-46	1.7651630e-45
59.500000	1.8152420e-46	2.6133250e-45
59.625000	1.8085880e-46	4.4190250e-45
59.750000	1.8020150e-46	9.2677000e-45
59.875000	1.8008930e-46	3.1181750e-44
60.000000	2.4594030e-42	4.3979000e-43
60.125000	1.7822800e-46	4.5676500e-44
60.250000	1.7758500e-46	1.0859870e-44
60.375000	1.7694200e-46	4.7940250e-45
60.500000	1.7630150e-46	2.7596000e-45
60.625000	1.7566800e-46	1.8244750e-45
60.750000	1.7503400e-46	1.3041350e-45
60.875000	1.7441420e-46	9.9297250e-46
61.000000	1.7378570e-46	7.8979000e-46
61.125000	1.7317230e-46	6.5075750e-46
61.250000	1.7256950e-46	5.4478250e-46
61.375000	1.7196350e-46	4.5851250e-46
61.500000	1.7136370e-46	3.9754500e-46
61.625000	1.7076300e-46	3.5409500e-46
61.750000	1.7014880e-46	3.2203250e-46
61.875000	1.6954030e-46	2.9796250e-46
62.000000	1.6894200e-46	2.7961250e-46
62.125000	1.6835370e-46	2.6547250e-46
62.250000	1.6777250e-46	2.5452250e-46
62.375000	1.6719520e-46	2.4579100e-46
62.500000	1.6660870e-46	2.3891800e-46
62.625000	1.6603770e-46	2.3337380e-46
62.750000	1.6545470e-46	2.2880900e-46
62.875000	1.6486780e-46	2.2505170e-46
63.000000	1.6429100e-46	2.2179000e-46
63.125000	1.6372700e-46	2.1901180e-46
63.250000	1.6317230e-46	2.1662780e-46
63.375000	1.6261820e-46	2.1453730e-46
63.500000	1.6205800e-46	2.1264300e-46
63.625000	1.6149850e-46	2.1097900e-46
63.750000	1.6095000e-46	2.0942370e-46
63.875000	1.6040350e-46	2.0799900e-46
64.000000	1.5985530e-46	2.0671430e-46
64.125000	1.5932550e-46	2.0554100e-46
64.250000	1.5879300e-46	2.0446000e-46
64.375000	1.5824870e-46	2.0340800e-46
64.500000	1.5771550e-46	2.0241200e-46
64.625000	1.5720550e-46	2.0145650e-46
64.750000	1.5668150e-46	2.0025700e-46
64.875000	1.5615920e-46	1.9907020e-46
65.000000	1.5564950e-46	1.9829600e-46
65.125000	1.5514650e-46	1.9752330e-46
65.250000	1.5464180e-46	1.9679530e-46
65.375000	1.5414130e-46	1.9605900e-46
65.500000	1.5363030e-46	1.9531820e-46
65.625000	1.5312680e-46	1.9458700e-46
65.750000	1.5262880e-46	1.9386420e-46
65.875000	1.5213020e-46	1.9314380e-46
66.000000	1.5163830e-46	1.9245000e-46
66.125000	1.5115650e-46	1.9176300e-46
66.250000	1.5067230e-46	1.9105730e-46
66.375000	1.5018820e-46	1.9036300e-46
66.500000	1.4970370e-46	1.8967580e-46
66.625000	1.4922770e-46	1.8898050e-46
66.750000	1.4875700e-46	1.8830350e-46
66.875000	1.4829670e-46	1.8762750e-46
67.000000	1.4783470e-46	1.8696850e-46
67.125000	1.4737500e-46	1.8631180e-46
67.250000	1.4691150e-46	1.8566620e-46
67.375000	1.4645070e-46	1.8499870e-46
67.500000	1.4598770e-46	1.8433580e-46
67.625000	1.4554400e-46	1.8367630e-46
67.750000	1.4509280e-46	1.8303120e-46
67.875000	1.4463400e-46	1.8240170e-46
68.000000	1.4418770e-46	1.8175080e-46
68.125000	1.4374180e-46	1.8110980e-46
68.250000	1.4331400e-46	1.8048630e-46
68.375000	1.4287820e-46	1.7986920e-46
68.500000	1.4244370e-46	1.7927380e-46
68.625000	1.4202130e-46	1.7865920e-46
68.750000	1.4159450e-46	1.7805880e-46
68.875000	1.4116980e-46	1.7745550e-46
69.000000	1.4073530e-46	1.7687220e-46
69.125000	1.4031480e-46	1.7625780e-46
69.250000	1.3990730e-46	1.7565900e-46
69.375000	1.3947930e-46	1.7506520e-46
69.500000	1.3906250e-46	1.7448150e-46
69.625000	1.3865750e-46	1.7391630e-46
69.750000	1.3825330e-46	1.7332350e-46
69.875000	1.3785300e-46	1.7273970e-46
70.000000	1.3744750e-46	1.7215650e-46
70.125000	1.3704700e-46	1.7158680e-46
70.250000	1.3664730e-46	1.7101520e-46
70.375000	1.3625730e-46	1.7045000e-46
70.500000	1.3586480e-46	1.6990670e-46
70.625000	1.3547050e-46	1.6935070e-46
70.750000	1.3507700e-46	1.6880230e-46
70.875000	1.3469470e-46	1.6825800e-46
71.000000	1.3429500e-46	1.6772400e-46
71.125000	1.3390130e-46	1.6718850e-46
71.250000	1.3351700e-46	1.6665150e-46
71.375000	1.3313370e-46	1.6612770e-46
71.500000	1.3274850e-46	1.6560800e-46
71.625000	1.3238000e-46	1.6507680e-46
71.750000	1.3199850e-46	1.6456980e-46
71.875000	1.3162130e-46	1.6406320e-46
72.000000	1.3125450e-46	1.6356450e-46
72.125000	1.3087900e-46	1.6305650e-46
72.250000	1.3050830e-46	1.6254370e-46
72.375000	1.3014220e-46	1.6204880e-46
72.500000	1.2978000e-46	1.6154400e-46
72.625000	1.2941770e-46	1.6104100e-46
72.750000	1.2904830e-46	1.6055430e-46
72.875000	1.2868650e-46	1.6005550e-46
73.000000	1.2833800e-46	1.5956100e-46
73.125000	1.2797450e-46	1.5905450e-46
73.250000	1.2762250e-46	1.5855930e-46
73.375000	1.2726620e-46	1.5807680e-46
73.500000	1.2691730e-46	1.5759330e-46
73.625000	1.2657050e-46	1.5712050e-46
73.750000	1.2622070e-46	1.5663250e-46
73.875000	1.2588070e-46	1.5615920e-46
74.000000	1.2553680e-46	1.5570420e-46
74.125000	1.2519400e-46	1.5523650e-46
74.250000	1.2485170e-46	1.5478920e-46
74.375000	1.2451370e-46	1.5431700e-46
74.500000	1.2417670e-46	1.5384980e-46
74.625000	1.2384600e-46	1.5339030e-46
74.750000	1.2351030e-46	1.5291670e-46
74.875000	1.2318150e-46	1.5246330e-46
75.000000	1.2285650e-46	1.5201870e-46
75.125000	1.2251950e-46	1.5158520e-46
75.250000	1.2219150e-46	1.5112450e-46
75.375000	1.2186400e-46	1.5070080e-46
75.500000	1.2154150e-46	1.5026930e-46
75.625000	1.2121730e-46	1.4983020e-46
75.750000	1.2089820e-46	1.4940600e-46
75.875000	1.2058450e-46	1.4896980e-46
76.000000	1.2026180e-46	1.4854370e-46
76.125000	1.1994550e-46	1.4812150e-46
76.250000	1.1964100e-46	1.4769630e-46
76.375000	1.1933170e-46	1.4728420e-46
76.500000	1.1902050e-46	1.4688080e-46
76.625000	1.1871670e-46	1.4647450e-46
76.750000	1.1841400e-46	1.4606800e-46
76.875000	1.1810980e-46	1.4566080e-46
77.000000	1.1780850e-46	1.4525000e-46
77.125000	1.1749850e-46	1.4485220e-46
77.250000	1.1720230e-46	1.4446050e-46
77.375000	1.1690120e-46	1.4406750e-46
77.500000	1.1660200e-46	1.4367500e-46
77.625000	1.1630850e-46	1.4328330e-46
77.750000	1.1601280e-46	1.4289800e-46
77.875000	1.1572270e-46	1.4252000e-46
78.000000	1.1543070e-46	1.4213400e-46
78.125000	1.1513850e-46	1.4175100e-46
78.250000	1.1485020e-46	1.4138130e-46
78.375000	1.1456430e-46	1.4100470e-46
78.500000	1.1428100e-46	1.4062120e-46
78.625000	1.1399520e-46	1.4025720e-46
78.750000	1.1371420e-46	1.3987700e-46
78.875000	1.1343400e-46	1.3951480e-46
79.000000	1.1316000e-46	1.3915450e-46
79.125000	1.1288370e-46	1.3878800e-46
79.250000	1.1260550e-46	1.3843750e-46
79.375000	1.1233050e-46	1.3807100e-46
79.500000	1.1205080e-46	1.3770920e-46
79.625000	1.1177680e-46	1.3735120e-46
79.750000	1.1150150e-46	1.3699150e-46
79.875000	1.1122920e-46	1.3663680e-46
80.000000	1.1096020e-46	1.3629280e-46
80.125000	1.1069180e-46	1.3595180e-46
80.250000	1.1041920e-46	1.3561500e-46
80.375000	1.1015120e-46	1.3527150e-46
80.500000	1.0988850e-46	1.3493280e-46
80.625000	1.0962570e-46	1.3458880e-46
80.750000	1.0936400e-46	1.3423850e-46
80.875000	1.0909800e-46	1.3391350e-46
81.000000	1.0884330e-46	1.3358550e-46
81.125000	1.0859370e-46	1.3325480e-46
81.250000	1.0833700e-46	1.3292680e-46
81.375000	1.0808100e-46	1.3260380e-46
81.500000	1.0782520e-46	1.3228380e-46
81.625000	1.0757900e-46	1.3196100e-46
81.750000	1.0733270e-46	1.3163850e-46
81.875000	1.0708470e-46	1.3133320e-46
82.000000	1.0683730e-46	1.3101250e-46
82.125000	1.0659080e-46	1.3069550e-46
82.250000	1.0634850e-46	1.3039220e-46
82.375000	1.0611120e-46	1.3008780e-46
82.500000	1.0586380e-46	1.2976620e-46
82.625000	1.0562520e-46	1.2944900e-46
82.750000	1.0538730e-46	1.2913700e-46
82.875000	1.0514700e-46	1.2883450e-46
83.000000	1.0491270e-46	1.2853600e-46
83.125000	1.0467700e-46	1.2824900e-46
83.250000	1.0443720e-46	1.2795420e-46
83.375000	1.0420280e-46	1.2764220e-46
83.500000	1.0397070e-46	1.2733800e-46
83.625000	1.0374150e-46	1.2703150e-46
83.750000	1.0351430e-46	1.2673000e-46
83.875000	1.0328570e-46	1.2643920e-46
84.000000	1.0305720e-46	1.2614670e-46
84.125000	1.0282630e-46	1.2585050e-46
84.250000	1.0260200e-46	1.2555320e-46
84.375000	1.0237680e-46	1.2526550e-46
84.500000	1.0215650e-46	1.2497670e-46
84.625000	1.0193930e-46	1.2468930e-46
84.750000	1.0172350e-46	1.2440600e-46
84.875000	1.0150730e-46	1.2413450e-46
85.000000	1.0129050e-46	1.2385720e-46
85.125000	1.0107850e-46	1.2358830e-46
85.250000	1.0086350e-46	1.2328180e-46
85.375000	1.0065200e-46	1.2300800e-46
85.500000	1.0044180e-46	1.2273530e-46
85.625000	1.0022700e-46	1.2246650e-46
85.750000	1.0001600e-46	1.2218730e-46
85.875000	9.9806000e-47	1.2191000e-46
86.000000	9.9597250e-47	1.2163600e-46
86.125000	9.9387000e-47	1.2136700e-46
86.250000	9.9176750e-47	1.2109720e-46
86.375000	9.8968750e-47	1.2081850e-46
86.500000	9.8767500e-47	1.2055200e-46
86.625000	9.8565750e-47	1.2027950e-46
86.750000	9.8361000e-47	1.2002700e-46
86.875000	9.8161250e-47	1.1974870e-46
87.000000	9.7957500e-47	1.1948900e-46
87.125000	9.7755750e-47	1.1922770e-46
87.250000	9.7559000e-47	1.1896220e-46
87.375000	9.7364500e-47	1.1870950e-46
87.500000	9.7166750e-47	1.1845200e-46
87.625000	9.6969250e-47	1.1819070e-46
87.750000	9.6777750e-47	1.1793300e-46
87.875000	9.6583000e-47	1.1767800e-46
88.000000	9.6387000e-47	1.1742430e-46
88.125000	9.6193000e-47	1.1716870e-46
88.250000	9.5998750e-47	1.1692250e-46
88.375000	9.5808500e-47	1.1667570e-46
88.500000	9.5625500e-47	1.1642380e-46
88.625000	9.5439750e-47	1.1617600e-46
88.750000	9.5250750e-47	1.1593350e-46
88.875000	9.5063750e-47	1.1568820e-46
89.000000	9.4871250e-47	1.1544650e-46
89.125000	9.4688750e-47	1.1520400e-46
89.250000	9.4507750e-47	1.1495650e-46
89.375000	9.4323750e-47	1.1471330e-46
89.500000	9.4140000e-47	1.1447250e-46
89.625000	9.3963750e-47	1.1423750e-46
89.750000	9.3780500e-47	1.1400350e-46
89.875000	9.3599500e-47	1.1375920e-46
90.000000	9.3417500e-47	1.1352270e-46
90.125000	9.3236750e-47	1.1328080e-46
90.250000	9.3056000e-47	1.1304700e-46
90.375000	9.2875500e-47	1.1281850e-46
90.500000	9.2693000e-47	1.1259120e-46
90.625000	9.2519500e-47	1.1235600e-46
90.750000	9.2347500e-47	1.1212520e-46
90.875000	9.2176500e-47	1.1189150e-46
91.000000	9.2004500e-47	1.1166350e-46
91.125000	9.1833250e-47	1.1143950e-46
91.250000	9.1657250e-47	1.1120400e-46
91.375000	9.1485500e-47	1.1097700e-46
91.500000	9.1318000e-47	1.1075030e-46
91.625000	9.1155750e-47	1.1052670e-46
91.750000	9.0992500e-47	1.1030820e-46
91.875000	9.0822750e-47	1.1009050e-46
92.000000	9.0659250e-47	1.0986520e-46
92.125000	9.0494750e-47	1.0964720e-46
92.250000	9.0327500e-47	1.0943030e-46
92.375000	9.0165000e-47	1.0922320e-46
92.500000	9.0006750e-47	1.0900100e-46
92.625000	8.9844250e-47	1.0878400e-46
92.750000	8.9678500e-47	1.0857180e-46
92.875000	8.9522250e-47	1.0835900e-46
93.000000	8.9362750e-47	1.0814450e-46
93.125000	8.9202750e-47	1.0793670e-46
93.250000	8.9045500e-47	1.0773080e-46
93.375000	8.8890750e-47	1.0752080e-46
93.500000	8.8736250e-47	1.0730980e-46
93.625000	8.8585000e-47	1.0710200e-46
93.750000	8.8432750e-47	1.0688880e-46
93.875000	8.8279000e-47	1.0668350e-46
94.000000	8.8126750e-47	1.0648550e-46
94.125000	8.7972750e-47	1.0628050e-46
94.250000	8.7822250e-47	1.0608250e-46
94.375000	8.7671000e-47	1.0587920e-46
94.500000	8.7518750e-47	1.0568020e-46
94.625000	8.7369250e-47	1.0547670e-46
94.750000	8.7219500e-47	1.0527500e-46
94.875000	8.7077750e-47	1.0507670e-46
95.000000	8.6926750e-47	1.0487850e-46
95.125000	8.6782000e-47	1.0468600e-46
95.250000	8.6627750e-47	1.0448920e-46
95.375000	8.6478000e-47	1.0429070e-46
