# Freq (Hz)	LIGO_Hanford_PSD (1/Hz)	LIGO_Livingston_PSD (1/Hz)	Virgo_PSD (1/Hz)
34.750000	3.1460200e-45	2.5298550e-46	1.1815250e-44
35.000000	3.0069700e-45	2.4862450e-46	1.2952550e-44
35.250000	2.8758550e-45	2.4443250e-46	1.5907250e-44
35.500000	2.7512800e-45	2.4033100e-46	2.4172550e-44
35.750000	2.6339400e-45	2.3637350e-46	4.4844800e-44
36.000000	2.5225800e-45	2.3252150e-46	1.2295500e-43
36.250000	2.4173350e-45	2.2883450e-46	1.5782800e-42
36.500000	2.3180850e-45	2.2521250e-46	3.7841850e-43
36.750000	2.2233150e-45	2.2171150e-46	7.0855500e-44
37.000000	2.1348300e-45	2.1827000e-46	3.1379200e-44
37.250000	2.0497500e-45	2.1490850e-46	1.7149800e-44
37.500000	1.9698400e-45	2.1159550e-46	1.1779700e-44
37.750000	1.8943850e-45	2.0835550e-46	9.4438000e-45
38.000000	1.8223650e-45	2.0520250e-46	8.2782000e-45
38.250000	1.7542100e-45	2.0211250e-46	7.5952000e-45
38.500000	1.6896950e-45	1.9913950e-46	7.1570500e-45
38.750000	1.6281350e-45	1.9613100e-46	6.8511000e-45
39.000000	1.5694350e-45	1.9325300e-46	6.6036500e-45
39.250000	1.5135400e-45	1.9043350e-46	6.3588500e-45
39.500000	1.4606950e-45	1.8767750e-46	6.2020000e-45
39.750000	1.4102550e-45	1.8499600e-46	6.0512500e-45
40.000000	1.3623000e-45	1.8237400e-46	5.9067500e-45
40.250000	1.3163500e-45	1.7978450e-46	5.7693000e-45
40.500000	1.2729650e-45	1.7728050e-46	5.6375500e-45
40.750000	1.2314250e-45	1.7483950e-46	5.5078500e-45
41.000000	1.1920400e-45	1.7250600e-46	5.3803500e-45
41.250000	1.1541150e-45	1.7017650e-46	5.2602000e-45
41.500000	1.1179450e-45	1.6792250e-46	5.1387500e-45
41.750000	1.0834600e-45	1.6572550e-46	5.0256500e-45
42.000000	1.0504200e-45	1.6354950e-46	4.9125550e-45
42.250000	1.0189850e-45	1.6147450e-46	4.8023000e-45
42.500000	9.8871000e-46	1.5941600e-46	4.6929800e-45
42.750000	9.5971000e-46	1.5740100e-46	4.5839000e-45
43.000000	9.3202500e-46	1.5544800e-46	4.4794450e-45
43.250000	9.0564000e-46	1.5354700e-46	4.3735650e-45
43.500000	8.8034500e-46	1.5166900e-46	4.2686900e-45
43.750000	8.5606500e-46	1.4984600e-46	4.1679800e-45
44.000000	8.3289500e-46	1.4805300e-46	4.0702900e-45
44.250000	8.1060500e-46	1.4631000e-46	3.9755050e-45
44.500000	7.8927500e-46	1.4460950e-46	3.8803550e-45
44.750000	7.6878500e-46	1.4295600e-46	3.7872350e-45
45.000000	7.4930500e-46	1.4134600e-46	3.7009550e-45
45.250000	7.3025000e-46	1.3976950e-46	3.6151650e-45
45.500000	7.1206000e-46	1.3820600e-46	3.5349400e-45
45.750000	6.9461000e-46	1.3666900e-46	1.0698850e-44
46.000000	6.7785000e-46	1.3518400e-46	1.4052200e-44
46.250000	6.6184500e-46	1.3372750e-46	1.9041700e-44
46.500000	6.4639500e-46	1.3229050e-46	2.7007800e-44
46.750000	6.3154500e-46	1.3088350e-46	3.8803200e-44
47.000000	6.1723000e-46	1.2952950e-46	5.7508000e-44
47.250000	6.0343500e-46	1.2819900e-46	8.7692000e-44
47.500000	5.9021500e-46	1.2689700e-46	1.3781400e-43
47.750000	5.7749000e-46	1.2561300e-46	2.2295100e-43
48.000000	5.6527500e-46	1.2435300e-46	3.7174900e-43
48.250000	5.5347000e-46	1.2311450e-46	6.4585500e-43
48.500000	5.4208500e-46	1.2190350e-46	1.1817400e-42
48.750000	5.3109000e-46	1.2072100e-46	2.2662250e-42
49.000000	5.2043000e-46	1.1956550e-46	4.4991200e-42
49.250000	5.1013500e-46	1.1843950e-46	8.5782000e-42
49.500000	5.0023000e-46	1.1733300e-46	2.1607150e-41
49.750000	4.9077850e-46	1.1625700e-46	1.2565700e-40
50.000000	4.8154650e-46	1.1518950e-46	1.0337950e-39
50.250000	4.7261100e-46	1.1414000e-46	3.9647700e-41
50.500000	4.6406350e-46	1.1312000e-46	1.2050050e-41
50.750000	4.5587600e-46	1.1210850e-46	5.7105000e-42
51.000000	4.4787900e-46	1.1112700e-46	3.0086950e-42
51.250000	4.4014900e-46	1.1016200e-46	1.4931300e-42
51.500000	4.3268750e-46	1.0921900e-46	7.9474000e-43
51.750000	4.2543100e-46	1.0831300e-46	4.4304650e-43
52.000000	4.1848900e-46	1.0739250e-46	2.5811900e-43
52.250000	4.1161950e-46	1.0651050e-46	1.5422300e-43
52.500000	4.0497700e-46	1.0562700e-46	9.6130000e-44
52.750000	3.9859900e-46	1.0474850e-46	6.1825000e-44
53.000000	3.9239050e-46	1.0390050e-46	3.9847350e-44
53.250000	3.8640950e-46	1.0306450e-46	2.6865550e-44
53.500000	3.8064550e-46	1.0223750e-46	1.8450200e-44
53.750000	3.7500550e-46	1.0142850e-46	1.7737850e-45
54.000000	3.6955600e-46	1.0065000e-46	1.7391400e-45
54.250000	3.6426550e-46	9.9882000e-47	1.7043900e-45
54.500000	3.5913350e-46	9.9128000e-47	1.6702100e-45
54.750000	3.5410950e-46	9.8378500e-47	1.6380350e-45
55.000000	3.4932400e-46	9.7646000e-47	1.6069150e-45
55.250000	3.4459700e-46	9.6930500e-47	1.5768800e-45
55.500000	3.3999150e-46	9.6242500e-47	1.5476150e-45
55.750000	3.3550500e-46	9.5562000e-47	1.5182750e-45
56.000000	3.3117900e-46	9.4879000e-47	1.4901350e-45
56.250000	3.2699350e-46	9.4219000e-47	1.4620950e-45
56.500000	3.2292900e-46	9.3563500e-47	1.4351550e-45
56.750000	3.1892300e-46	9.2920500e-47	1.4084850e-45
57.000000	3.1505100e-46	9.2292000e-47	1.3826250e-45
57.250000	3.1128600e-46	9.1671500e-47	1.3612900e-45
57.500000	3.0756850e-46	9.1059500e-47	1.3379500e-45
57.750000	3.0399150e-46	9.0462500e-47	1.3156750e-45
58.000000	3.0048500e-46	8.9871000e-47	1.2946200e-45
58.250000	2.9709200e-46	8.9299000e-47	1.2748000e-45
58.500000	2.9375750e-46	8.8744500e-47	1.2565150e-45
58.750000	2.9047950e-46	8.8192000e-47	1.2403250e-45
59.000000	2.8725200e-46	8.7655000e-47	1.2268100e-45
59.250000	2.8413600e-46	8.7126500e-47	1.2178100e-45
59.500000	2.8114550e-46	8.6606500e-47	1.2145400e-45
59.750000	2.7818800e-46	8.6100500e-47	1.2228650e-45
60.000000	2.7522550e-46	8.5600000e-47	1.2484050e-45
60.250000	2.7231700e-46	8.5109000e-47	1.3015550e-45
60.500000	2.6950350e-46	8.4625500e-47	1.3979550e-45
60.750000	2.6676950e-46	8.4156000e-47	1.5638600e-45
61.000000	2.6404700e-46	8.3682500e-47	1.8527100e-45
61.250000	2.6137000e-46	8.3226500e-47	2.3256800e-45
61.500000	2.5876050e-46	8.2772000e-47	3.0811800e-45
61.750000	2.5620150e-46	8.2341000e-47	4.7990650e-45
62.000000	2.5369400e-46	8.1913500e-47	1.0044150e-44
62.250000	2.5124700e-46	8.1488000e-47	3.4429800e-44
62.500000	2.4885650e-46	8.1080000e-47	6.0879500e-44
62.750000	2.4650150e-46	8.0673000e-47	1.4033350e-44
63.000000	2.4415250e-46	8.0275000e-47	5.8505500e-45
63.250000	2.4185750e-46	7.9883500e-47	3.3922950e-45
63.500000	2.3963150e-46	7.9505500e-47	2.3672750e-45
63.750000	2.3746150e-46	7.9138500e-47	1.7695900e-45
64.000000	2.3526300e-46	7.8774000e-47	1.3794750e-45
64.250000	2.3309050e-46	7.8413500e-47	1.1553200e-45
64.500000	2.3093450e-46	7.8065000e-47	1.0149500e-45
64.750000	2.2880550e-46	7.7721500e-47	9.2042500e-46
65.000000	2.2674000e-46	7.7380000e-47	8.5802500e-46
65.250000	2.2469000e-46	7.7046500e-47	8.1275500e-46
65.500000	2.2266050e-46	7.6720000e-47	7.7913500e-46
65.750000	2.2067100e-46	7.6392500e-47	7.5205500e-46
66.000000	2.1872050e-46	7.6086000e-47	7.2991000e-46
66.250000	2.1676850e-46	7.5783500e-47	7.1113000e-46
66.500000	2.1482900e-46	7.5491500e-47	6.9479500e-46
66.750000	2.1295350e-46	7.5195000e-47	6.8010000e-46
67.000000	2.1108300e-46	7.4902000e-47	6.6636000e-46
67.250000	2.0925200e-46	7.4627000e-47	6.5091000e-46
67.500000	2.0744200e-46	7.4351500e-47	6.3965000e-46
67.750000	2.0566550e-46	7.4078000e-47	6.2782000e-46
68.000000	2.0390600e-46	7.3806000e-47	6.1727500e-46
68.250000	2.0215700e-46	7.3545000e-47	6.0704000e-46
68.500000	2.0047500e-46	7.3284500e-47	5.9730000e-46
68.750000	1.9879450e-46	7.3034000e-47	5.8759000e-46
69.000000	1.9713100e-46	7.2790000e-47	5.7819500e-46
69.250000	1.9546500e-46	7.2544500e-47	5.6916500e-46
69.500000	1.9386250e-46	7.2303000e-47	5.6046000e-46
69.750000	1.9225450e-46	7.2070500e-47	5.5227500e-46
70.000000	1.9065600e-46	7.1846000e-47	5.4425000e-46
70.250000	1.8906650e-46	7.1631000e-47	5.3629000e-46
70.500000	1.8748850e-46	7.1412000e-47	5.2862500e-46
70.750000	1.8593900e-46	7.1198000e-47	5.2101000e-46
71.000000	1.8445150e-46	7.0994500e-47	5.1380500e-46
71.250000	1.8294850e-46	7.0792500e-47	5.0682000e-46
71.500000	1.8145150e-46	7.0585500e-47	5.0019500e-46
71.750000	1.8000500e-46	7.0384000e-47	4.9379350e-46
72.000000	1.7856800e-46	7.0206000e-47	4.8728250e-46
72.250000	1.7713700e-46	7.0026000e-47	4.8106250e-46
72.500000	1.7575550e-46	6.9834500e-47	4.7514000e-46
72.750000	1.7437500e-46	6.9655000e-47	4.6939500e-46
73.000000	1.7300250e-46	6.9496000e-47	4.6374900e-46
73.250000	1.7166250e-46	6.9327000e-47	4.5832950e-46
73.500000	1.7033550e-46	6.9166000e-47	4.5291850e-46
73.750000	1.6903950e-46	6.8995000e-47	4.4770000e-46
74.000000	1.6775600e-46	6.8840500e-47	4.4251950e-46
74.250000	1.6649250e-46	6.8681500e-47	4.3738150e-46
74.500000	1.6522600e-46	6.8523500e-47	4.3251950e-46
74.750000	1.6397100e-46	6.8378500e-47	4.2770700e-46
75.000000	1.6273150e-46	6.8229000e-47	4.2297750e-46
75.250000	1.6148800e-46	6.8083500e-47	4.1840050e-46
75.500000	1.6028800e-46	6.7931500e-47	4.1393350e-46
75.750000	1.5910150e-46	6.7789000e-47	4.0955450e-46
76.000000	1.5793350e-46	6.7640000e-47	4.0531100e-46
76.250000	1.5676450e-46	6.7513500e-47	4.0120200e-46
76.500000	1.5561400e-46	6.7380000e-47	3.9720900e-46
76.750000	1.5449650e-46	6.7244500e-47	3.9327200e-46
77.000000	1.5338150e-46	6.7109000e-47	3.8942050e-46
77.250000	1.5229100e-46	6.6980500e-47	3.8568500e-46
77.500000	1.5119800e-46	6.6859500e-47	3.8214550e-46
77.750000	1.5012600e-46	6.6740000e-47	3.7860150e-46
78.000000	1.4907600e-46	6.6616000e-47	3.7502600e-46
78.250000	1.4803350e-46	6.6502000e-47	3.7170650e-46
78.500000	1.4698400e-46	6.6387000e-47	3.6838550e-46
78.750000	1.4596650e-46	6.6279500e-47	3.6516350e-46
79.000000	1.4494400e-46	6.6172000e-47	3.6201450e-46
79.250000	1.4394850e-46	6.6069500e-47	3.5901050e-46
79.500000	1.4298400e-46	6.5963000e-47	3.5613250e-46
79.750000	1.4200650e-46	6.5869500e-47	3.5324350e-46
80.000000	1.4105950e-46	6.5769500e-47	3.5046300e-46
80.250000	1.4009100e-46	6.5673500e-47	3.4771150e-46
80.500000	1.3915000e-46	6.5580000e-47	3.4498100e-46
80.750000	1.3822050e-46	6.5486500e-47	3.4235100e-46
81.000000	1.3729900e-46	6.5391500e-47	3.3981700e-46
81.250000	1.3639700e-46	6.5302500e-47	3.3738400e-46
81.500000	1.3551400e-46	6.5216500e-47	3.3498400e-46
81.750000	1.3462400e-46	6.5129000e-47	3.3256550e-46
82.000000	1.3373150e-46	6.5044000e-47	3.3040450e-46
82.250000	1.3289250e-46	6.4959000e-47	3.2831400e-46
82.500000	1.3204000e-46	6.4871500e-47	3.2599050e-46
82.750000	1.3121150e-46	6.4788500e-47	3.2392900e-46
83.000000	1.3038500e-46	6.4708000e-47	3.2215350e-46
83.250000	1.2956700e-46	6.4624000e-47	3.2045550e-46
83.500000	1.2874900e-46	6.4550000e-47	3.1874550e-46
83.750000	1.2795500e-46	6.4474000e-47	3.1732550e-46
84.000000	1.2717850e-46	6.4403500e-47	3.1599350e-46
84.250000	1.2637700e-46	6.4327000e-47	3.1531000e-46
84.500000	1.2559900e-46	6.4256500e-47	3.1484850e-46
84.750000	1.2482950e-46	6.4200500e-47	3.1512550e-46
85.000000	1.2407400e-46	6.4118000e-47	3.1658150e-46
85.250000	1.2331150e-46	6.4046500e-47	3.1838700e-46
85.500000	1.2256600e-46	6.3980000e-47	3.2134050e-46
85.750000	1.2182300e-46	6.3915000e-47	3.2588550e-46
86.000000	1.2110150e-46	6.3837500e-47	3.3485200e-46
86.250000	1.2038600e-46	6.3773000e-47	3.5619900e-46
86.500000	1.1966900e-46	6.3713000e-47	4.1793500e-46
86.750000	1.1896500e-46	6.3647000e-47	7.8237500e-46
87.000000	1.1827850e-46	6.3590000e-47	4.9457800e-45
87.250000	1.1759400e-46	6.3534000e-47	6.8580000e-46
87.500000	1.1691000e-46	6.3474000e-47	4.0214250e-46
87.750000	1.1623250e-46	6.3415000e-47	3.4308150e-46
88.000000	1.1555650e-46	6.3351500e-47	3.2295750e-46
88.250000	1.1489450e-46	6.3293000e-47	3.1119350e-46
88.500000	1.1423550e-46	6.3238000e-47	3.0360750e-46
88.750000	1.1359250e-46	6.3183000e-47	2.9801700e-46
89.000000	1.1295700e-46	6.3126500e-47	2.9336650e-46
89.250000	1.1233400e-46	6.3071500e-47	2.9006550e-46
89.500000	1.1170200e-46	6.3023500e-47	2.8734800e-46
89.750000	1.1109750e-46	6.2971000e-47	2.8528200e-46
90.000000	1.1048950e-46	6.2922500e-47	2.8362250e-46
90.250000	1.0988450e-46	6.2871500e-47	2.8228800e-46
90.500000	1.0928050e-46	6.2824500e-47	2.8113550e-46
90.750000	1.0869500e-46	6.2777500e-47	2.8010250e-46
91.000000	1.0811900e-46	6.2732000e-47	2.7910050e-46
91.250000	1.0754950e-46	6.2682000e-47	2.7828250e-46
91.500000	1.0698700e-46	6.2634500e-47	2.7742150e-46
91.750000	1.0642800e-46	6.2588500e-47	2.7831950e-46
92.000000	1.0587150e-46	6.2543500e-47	2.7781000e-46
92.250000	1.0532650e-46	6.2496500e-47	2.7749400e-46
92.500000	1.0478650e-46	6.2450000e-47	2.7737350e-46
92.750000	1.0424900e-46	6.2408500e-47	2.7729600e-46
93.000000	1.0371150e-46	6.2364000e-47	2.7743850e-46
93.250000	1.0318700e-46	6.2323500e-47	2.7774300e-46
93.500000	1.0267900e-46	6.2278500e-47	2.7842300e-46
93.750000	1.0217300e-46	6.2236000e-47	2.7929050e-46
94.000000	1.0167750e-46	6.2196500e-47	2.8044450e-46
94.250000	1.0118200e-46	6.2161500e-47	2.8214650e-46
94.500000	1.0069600e-46	6.2121000e-47	2.8442100e-46
94.750000	1.0020300e-46	6.2081000e-47	2.8734850e-46
95.000000	9.9711500e-47	6.2042500e-47	2.9135100e-46
95.250000	9.9221000e-47	6.2006500e-47	2.9659900e-46
95.500000	9.8759000e-47	6.1964000e-47	3.0328750e-46
95.750000	9.8295000e-47	6.1918000e-47	3.1194250e-46
96.000000	9.7825000e-47	6.1885500e-47	3.2318850e-46
96.250000	9.7372500e-47	6.1841500e-47	3.3805500e-46
96.500000	9.6926500e-47	6.1800000e-47	3.5786300e-46
96.750000	9.6483500e-47	6.1758500e-47	3.8459850e-46
97.000000	9.6036000e-47	6.1714500e-47	4.2135100e-46
97.250000	9.5594500e-47	6.1678000e-47	4.7218550e-46
97.500000	9.5163000e-47	6.1641000e-47	5.4540000e-46
97.750000	9.4737500e-47	6.1595500e-47	6.5222000e-46
98.000000	9.4307000e-47	6.1559500e-47	8.0503500e-46
98.250000	9.3890000e-47	6.1518500e-47	9.8439000e-46
98.500000	9.3473000e-47	6.1478500e-47	1.2213150e-45
98.750000	9.3063000e-47	6.1440000e-47	1.5947850e-45
99.000000	9.2646500e-47	6.1400000e-47	2.2322800e-45
99.250000	9.2246000e-47	6.1361000e-47	3.4291650e-45
99.500000	9.1846000e-47	6.1317000e-47	5.9659500e-45
99.750000	9.1452000e-47	6.1280000e-47	1.2148000e-44
100.000000	9.1053500e-47	6.1238000e-47	2.2724150e-44
100.250000	9.0664000e-47	6.1193000e-47	1.4866750e-44
100.500000	9.0282500e-47	6.1153000e-47	7.1138000e-45
100.750000	8.9915000e-47	6.1116500e-47	3.8647600e-45
101.000000	8.9532500e-47	6.1073500e-47	2.4151800e-45
101.250000	8.9159000e-47	6.1030500e-47	1.6858500e-45
101.500000	8.8787000e-47	6.0991000e-47	1.2688600e-45
101.750000	8.8415500e-47	6.0949500e-47	1.0100850e-45
102.000000	8.8055500e-47	6.0909500e-47	8.2944500e-46
102.250000	8.7707000e-47	6.0871500e-47	6.7239500e-46
102.500000	8.7352000e-47	6.0832000e-47	5.5860500e-46
102.750000	8.7000000e-47	6.0792500e-47	4.8157500e-46
103.000000	8.6658000e-47	6.0752500e-47	4.2774050e-46
103.250000	8.6312500e-47	6.0716000e-47	3.8885100e-46
103.500000	8.5970500e-47	6.0679000e-47	3.6036250e-46
103.750000	8.5632500e-47	6.0642000e-47	3.3901200e-46
104.000000	8.5307000e-47	6.0602500e-47	3.2259300e-46
104.250000	8.4974000e-47	6.0566000e-47	3.1053550e-46
104.500000	8.4656500e-47	6.0529500e-47	3.0123300e-46
104.750000	8.4339000e-47	6.0491500e-47	2.9406500e-46
105.000000	8.4010500e-47	6.0455000e-47	2.8845350e-46
105.250000	8.3695500e-47	6.0418000e-47	2.8416950e-46
105.500000	8.3383000e-47	6.0381000e-47	2.8103050e-46
105.750000	8.3066000e-47	6.0342500e-47	2.7852950e-46
106.000000	8.2766500e-47	6.0307500e-47	2.7656150e-46
106.250000	8.2469000e-47	6.0274500e-47	2.7498200e-46
106.500000	8.2169500e-47	6.0241000e-47	2.7385000e-46
106.750000	8.1878500e-47	6.0205500e-47	2.7307400e-46
107.000000	8.1583000e-47	6.0166500e-47	2.7237350e-46
107.250000	8.1290000e-47	6.0132500e-47	2.7188300e-46
107.500000	8.0997500e-47	6.0097000e-47	2.7161950e-46
107.750000	8.0713500e-47	6.0060000e-47	2.7043700e-46
108.000000	8.0431500e-47	6.0026500e-47	2.7060550e-46
108.250000	8.0156000e-47	5.9998000e-47	2.6982050e-46
108.500000	7.9877000e-47	5.9959000e-47	2.7014750e-46
108.750000	7.9608000e-47	5.9923500e-47	2.7038100e-46
109.000000	7.9335000e-47	5.9889500e-47	2.7066800e-46
109.250000	7.9069000e-47	5.9855000e-47	2.7088100e-46
109.500000	7.8810500e-47	5.9823000e-47	2.7110300e-46
109.750000	7.8545500e-47	5.9790500e-47	2.7128000e-46
110.000000	7.8287000e-47	5.9756000e-47	2.7158800e-46
110.250000	7.8030500e-47	5.9725000e-47	2.7180900e-46
110.500000	7.7774000e-47	5.9693000e-47	2.7208050e-46
110.750000	7.7508000e-47	5.9662500e-47	2.7221350e-46
111.000000	7.7260000e-47	5.9632000e-47	2.7242850e-46
111.250000	7.7018500e-47	5.9598000e-47	2.7267450e-46
111.500000	7.6774000e-47	5.9566000e-47	2.7282650e-46
111.750000	7.6525500e-47	5.9532500e-47	2.7302550e-46
112.000000	7.6290500e-47	5.9498500e-47	2.7329550e-46
112.250000	7.6058000e-47	5.9468500e-47	2.7358700e-46
112.500000	7.5824500e-47	5.9441000e-47	2.7376800e-46
112.750000	7.5595500e-47	5.9411500e-47	2.7406200e-46
113.000000	7.5370500e-47	5.9379500e-47	2.7439500e-46
113.250000	7.5139500e-47	5.9348000e-47	2.7450450e-46
113.500000	7.4914000e-47	5.9316000e-47	2.7462900e-46
113.750000	7.4684000e-47	5.9284500e-47	2.7476400e-46
114.000000	7.4470500e-47	5.9255500e-47	2.7507750e-46
114.250000	7.4248000e-47	5.9228500e-47	2.7530700e-46
114.500000	7.4029000e-47	5.9206000e-47	2.7543300e-46
114.750000	7.3816000e-47	5.9184500e-47	2.7556650e-46
115.000000	7.3607500e-47	5.9165000e-47	2.7587800e-46
115.250000	7.3400500e-47	5.9141000e-47	2.7606250e-46
115.500000	7.3198000e-47	5.9136000e-47	2.7638700e-46
115.750000	7.3002000e-47	5.9128000e-47	2.7688550e-46
116.000000	7.2805000e-47	5.9129000e-47	2.7713000e-46
116.250000	7.2597500e-47	5.9138500e-47	2.7742600e-46
116.500000	7.2397500e-47	5.9160500e-47	2.7761850e-46
116.750000	7.2197000e-47	5.9193500e-47	2.7787550e-46
117.000000	7.1993500e-47	5.9235000e-47	2.7804100e-46
117.250000	7.1803000e-47	5.9265000e-47	2.7815100e-46
117.500000	7.1604500e-47	5.9281500e-47	2.7838600e-46
117.750000	7.1416000e-47	5.9324000e-47	2.7856300e-46
118.000000	7.1236000e-47	5.9348000e-47	2.7873750e-46
118.250000	7.1050000e-47	5.9350500e-47	2.7897550e-46
118.500000	7.0869500e-47	5.9371000e-47	2.7932150e-46
118.750000	7.0683500e-47	5.9387500e-47	2.7964050e-46
119.000000	7.0506000e-47	5.9379000e-47	2.7995500e-46
119.250000	7.0326000e-47	5.9356500e-47	2.8018900e-46
119.500000	7.0153500e-47	5.9328500e-47	2.8047500e-46
119.750000	6.9979500e-47	5.9301000e-47	2.8080500e-46
120.000000	6.9815500e-47	5.9272000e-47	2.8111400e-46
120.250000	6.9642500e-47	5.9244500e-47	2.8179600e-46
120.500000	6.9472000e-47	5.9210500e-47	2.8253000e-46
120.750000	6.9306500e-47	5.9174500e-47	2.8334350e-46
121.000000	6.9141500e-47	5.9139000e-47	2.8433750e-46
121.250000	6.8977000e-47	5.9101000e-47	2.8543850e-46
121.500000	6.8812000e-47	5.9039000e-47	2.8677100e-46
121.750000	6.8658000e-47	5.8979500e-47	2.8849300e-46
122.000000	6.8501000e-47	5.8904000e-47	2.9072900e-46
122.250000	6.8349500e-47	5.8816500e-47	2.9328800e-46
122.500000	6.8204500e-47	5.8716000e-47	2.9661200e-46
122.750000	6.8057500e-47	5.8609000e-47	3.0102200e-46
123.000000	6.7903000e-47	5.8494500e-47	3.0684600e-46
123.250000	6.7752000e-47	5.8394000e-47	3.1550150e-46
123.500000	6.7596000e-47	5.8308500e-47	3.2590300e-46
123.750000	6.7444500e-47	5.8227500e-47	3.3783050e-46
124.000000	6.7299500e-47	5.8161500e-47	3.5308600e-46
124.250000	6.7157000e-47	5.8102500e-47	3.7265450e-46
124.500000	6.7014000e-47	5.8050000e-47	4.0059000e-46
124.750000	6.6870000e-47	5.8003500e-47	4.4895150e-46
125.000000	6.6730000e-47	5.7963000e-47	5.4175000e-46
125.250000	6.6584000e-47	5.7921000e-47	7.3837500e-46
125.500000	6.6445000e-47	5.7884000e-47	1.2325200e-45
125.750000	6.6308000e-47	5.7852500e-47	3.0528450e-45
126.000000	6.6176000e-47	5.7824500e-47	1.0163050e-44
126.250000	6.6041000e-47	5.7793500e-47	3.2692300e-45
126.500000	6.5911500e-47	5.7766500e-47	1.3576150e-45
126.750000	6.5787500e-47	5.7738500e-47	7.8960500e-46
127.000000	6.5668500e-47	5.7710000e-47	5.6830000e-46
127.250000	6.5541000e-47	5.7680000e-47	4.6339150e-46
127.500000	6.5416000e-47	5.7655500e-47	4.0867250e-46
127.750000	6.5291000e-47	5.7627500e-47	3.7723800e-46
128.000000	6.5173500e-47	5.7599500e-47	3.5674950e-46
