mass_ratio	chirp_mass	luminosity_distance	dec	ra	theta_jn	psi	phase	a_1	a_2	tilt_1	tilt_2	phi_12	phi_jl	geocent_time
0.1885	0.31914	0.50088	0.71014	0.69467	0.30464	0.25344	0.19258	0.21508	0.15437	0.50395	0.59548	0.14197	0.10515	0.89448
0.3661	0.4387	0.53516	0.78478	0.58662	0.33287	0.28012	0.14377	0.24266	0.2926	0.55932	0.28321	0.24984	0.22205	0.9661
0.30569	0.47772	0.28494	0.79181	0.46834	0.37857	0.34433	0.16935	0.36617	0.28774	0.50092	0.45652	0.29326	0.27169	0.85202
0.48967	0.50767	0.39344	0.68742	0.6373	0.38684	0.21508	0.25024	0.16897	0.19082	0.47066	0.51133	0.14014	0.12091	0.85259
0.36303	0.44391	0.4992	0.75554	0.36162	0.33501	0.27892	0.23026	0.24638	0.21611	0.59495	0.37124	0.23174	0.16835	0.87989
0.38308	0.60976	0.68716	0.82274	0.62624	0.45968	0.44384	0.2158	0.23531	0.22058	0.60034	0.58883	0.30049	0.33802	0.88255
0.32879	0.48816	0.38697	0.76225	0.48585	0.35161	0.28849	0.13501	0.40135	0.21418	0.50296	0.32234	0.1686	0.42993	0.83671
0.32116	0.50777	0.41641	0.68766	0.75141	0.4526	0.37375	0.49835	0.17701	0.21049	0.37495	0.54485	0.13385	0.45879	0.85196
0.3027	0.48266	0.44903	0.69945	0.56288	0.30259	0.2378	0.39608	0.28997	0.18822	0.49516	0.43212	0.40615	0.42274	0.90584
0.353	0.45956	0.41654	0.68816	0.54702	0.36771	0.41462	0.43752	0.23802	0.26384	0.19986	0.41889	0.28075	0.32009	0.85465
0.3923	0.38089	0.40233	0.6264	0.89699	0.57434	0.41395	0.45745	0.2319	0.24496	0.4365	0.3577	0.22713	0.36644	0.86258
0.57689	0.38333	0.58695	0.71921	0.88481	0.39439	0.3704	0.42502	0.3048	0.26379	0.39304	0.59933	0.25273	0.34719	0.89277
0.25999	0.425	0.58182	0.69343	0.73939	0.46975	0.15958	0.4318	0.22248	0.20034	0.44987	0.44734	0.14978	0.27077	0.89543
0.3626	0.50375	0.54237	0.77241	0.74921	0.46656	0.20181	0.44593	0.27942	0.22893	0.42121	0.38783	0.34124	0.35769	0.99675
0.35972	0.45095	0.55951	0.72967	0.64146	0.424	0.25326	0.13335	0.2237	0.18639	0.37616	0.63212	0.16121	0.23486	0.9475
0.45188	0.55924	0.37903	0.72362	0.55994	0.49635	0.33607	0.29734	0.19719	0.25619	0.36682	0.24085	0.26775	0.1124	0.94578
0.38041	0.47283	0.54929	0.71557	0.5219	0.48202	0.28792	0.33981	0.33258	0.25616	0.29584	0.54604	0.40032	0.38187	0.96252
0.35213	0.51892	0.45472	0.66963	0.48231	0.30816	0.28867	0.17143	0.2887	0.23304	0.44585	0.23749	0.13571	0.32631	0.90948
0.27648	0.43731	0.48411	0.73534	0.51384	0.36734	0.32467	0.31567	0.18005	0.21587	0.39859	0.28666	0.25687	0.29483	0.81196
0.36634	0.43804	0.59108	0.6656	0.52689	0.21233	0.39168	0.21005	0.32868	0.21687	0.42679	0.25393	0.27828	0.27498	0.94383
0.30565	0.68249	0.58678	0.7809	0.56513	0.42115	0.3341	0.29327	0.16266	0.22549	0.35122	0.49308	0.14551	0.31056	0.90511
0.53688	0.90127	0.48771	0.79055	0.53744	0.49228	0.25622	0.19795	0.30232	0.20372	0.36899	0.44482	0.23561	0.16851	0.93841
