mass_1	mass_2	phase	time	distance	a_1	a_2	tilt_1	tilt_2	phi_12	phi_jl	theta_jn	psi	ra	dec
0.50625	0.43863	0.04834	0.77	0.35706	0.06997	0.05632	0.02897	0.01411	0.04886	0.08953	0.41821	0.04633	0.8734	0.50843
0.41047	0.51957	0.04115	0.77172	0.28115	0.0642	0.04293	0.03234	0.02318	0.04626	0.07815	0.45665	0.03553	0.86389	0.48511
0.37231	0.49456	0.02648	0.65869	0.36362	0.05979	0.03944	0.02087	0.01886	0.03656	0.09204	0.44687	0.034	0.87434	0.49839
0.39673	0.53358	0.01103	0.74457	0.33682	0.04933	0.0394	0.02419	0.0136	0.03292	0.05666	0.45428	0.0208	0.86358	0.51768
0.38262	0.55959	0.00797	0.75363	0.41751	0.04592	0.02979	0.02083	0.01609	0.02365	0.0589	0.41202	0.00742	0.8701	0.51619
0.35405	0.48287	0.00971	0.81369	0.40147	0.03922	0.01699	0.02286	0.01657	0.01181	0.04117	0.4374	0.00516	0.90043	0.48136
0.43319	0.59052	0.0079	0.7871	0.42243	0.03826	0.01323	0.01882	0.01279	0.01244	0.03695	0.41708	0.00505	0.83857	0.50118
0.38724	0.67307	0.0062	0.72348	0.36085	0.03861	0.02068	0.02297	0.01504	0.01294	0.04781	0.40586	0.00272	0.88245	0.50895
0.34908	0.4135	0.00503	0.78399	0.33376	0.04082	0.01069	0.02273	0.0139	0.01142	0.04691	0.45217	0.00184	0.90123	0.51806
0.4061	0.46527	0.00526	0.67332	0.35208	0.0449	0.01724	0.02745	0.01102	0.007	0.04375	0.41185	0.00538	0.87663	0.50733
0.33857	0.41609	0.00466	0.72181	0.32051	0.03738	0.01278	0.02466	0.01439	0.00976	0.0606	0.47384	0.00308	0.90307	0.51667
0.31862	0.33078	0.00118	0.69826	0.29218	0.03317	0.01185	0.03225	0.01599	0.00839	0.0405	0.50887	0.00253	0.94356	0.53331
0.38935	0.35763	0.00201	0.55224	0.33957	0.03436	0.00565	0.02571	0.01541	0.00897	0.04312	0.50666	0.00375	0.93332	0.51621
0.36286	0.40572	0.0014	0.64476	0.34833	0.0393	0.00956	0.02341	0.01243	0.00686	0.04542	0.45632	0.00558	0.91217	0.50931
0.33617	0.37821	0.00063	0.53856	0.33429	0.04006	0.01193	0.02692	0.01169	0.00604	0.0535	0.50199	0.00188	0.88126	0.51358
0.41466	0.45771	0.00264	0.71395	0.31812	0.028	0.01435	0.02468	0.01454	0.00795	0.04521	0.53873	0.00214	0.92744	0.51228
0.2648	0.49867	0.0011	0.68193	0.37504	0.03942	0.01041	0.0198	0.0124	0.00603	0.0553	0.45073	0.00401	0.89719	0.49214
0.28196	0.40559	0.00118	0.73273	0.28366	0.04067	0.00973	0.02751	0.01034	0.00532	0.06097	0.51597	0.00345	0.94486	0.48515
0.32492	0.36903	0.00308	0.64636	0.2652	0.046	0.00539	0.03458	0.01159	0.00573	0.04559	0.53897	0.00365	0.91484	0.49118
0.35774	0.34559	0.00137	0.57691	0.3331	0.04128	0.01088	0.02541	0.01584	0.00419	0.06551	0.54341	0.00093	0.93229	0.49652
0.33013	0.37529	0.0013	0.62768	0.31739	0.02835	0.00797	0.03177	0.01361	0.00578	0.06355	0.58377	0.00403	0.92501	0.51982
0.31562	0.3853	0.00063	0.54163	0.34083	0.03339	0.00897	0.01966	0.01375	0.00326	0.05552	0.52847	0.00254	0.92641	0.48911
0.25874	0.36324	0.00063	0.53413	0.27694	0.03051	0.00697	0.02339	0.01107	0.00495	0.06485	0.53338	0.00209	0.97294	0.50721
0.31176	0.43545	0.00063	0.73673	0.28249	0.03394	0.00823	0.03983	0.01446	0.00441	0.07866	0.52192	0.00315	0.91802	0.50002
0.33408	0.35977	0.00069	0.63246	0.28462	0.02635	0.01241	0.02697	0.00941	0.00522	0.07191	0.56618	0.00236	0.94186	0.50321
0.25477	0.38261	0.00164	0.69095	0.32872	0.03858	0.00699	0.0232	0.01245	0.00488	0.06721	0.59856	0.0027	0.95769	0.49762
0.30793	0.4888	0.00129	0.66562	0.33122	0.03217	0.00895	0.03156	0.01024	0.00355	0.05818	0.52745	0.00188	0.91715	0.4636
0.33093	0.45682	0.00167	0.58201	0.33745	0.0259	0.00657	0.02937	0.01121	0.00281	0.05579	0.55348	0.00242	0.86261	0.48337
0.33673	0.41307	0.00063	0.56591	0.33024	0.02787	0.00849	0.02552	0.01063	0.00208	0.06037	0.57267	0.00344	0.9353	0.51128
0.37451	0.46268	0.00085	0.63144	0.29123	0.02901	0.01137	0.02677	0.00943	0.00347	0.05476	0.55064	0.00301	0.93963	0.47626
0.3582	0.5046	0.00149	0.57143	0.37061	0.02834	0.00621	0.02469	0.00745	0.00294	0.05667	0.56138	0.0019	0.90415	0.49475
0.30802	0.51083	0.00149	0.66166	0.39551	0.02896	0.00506	0.02745	0.00546	0.00378	0.06724	0.60339	0.00178	0.92449	0.4899
0.31509	0.46918	0.00072	0.68498	0.28177	0.03615	0.00716	0.03186	0.00955	0.00523	0.08241	0.55862	0.00354	0.90166	0.49272
0.33766	0.49442	0.00052	0.67728	0.30021	0.01935	0.00536	0.03252	0.01312	0.00211	0.07103	0.48333	0.00269	0.90779	0.46807
0.28355	0.38195	0.00064	0.54042	0.34165	0.02022	0.01507	0.02057	0.01281	0.00223	0.07008	0.52002	0.00272	0.87652	0.49899
0.31452	0.40605	0.00189	0.62795	0.24072	0.0202	0.00595	0.03928	0.01778	0.00244	0.05523	0.49743	0.00204	0.91895	0.48986
0.32175	0.47244	0.00178	0.5934	0.32365	0.03254	0.01136	0.02694	0.00549	0.00221	0.06884	0.54218	0.00236	0.89939	0.51357
0.36814	0.4283	0.00082	0.56857	0.30941	0.0704	0.0107	0.02865	0.00721	0.00389	0.0501	0.54014	0.00158	0.8931	0.49109
0.34112	0.46051	0.00084	0.52687	0.29539	0.0285	0.00477	0.02758	0.00715	0.00224	0.05663	0.55302	0.00297	0.91614	0.50271
