mass_1	mass_2	phase	time	distance	a_1	a_2	tilt_1	tilt_2	phi_12	phi_jl	theta_jn	psi	ra	dec
0.67588	0.51654	0.04359	0.90091	0.37692	0.0849	0.04634	0.0173	0.00945	0.04941	0.04569	0.17632	0.0454	0.19456	0.07761
0.59866	0.40963	0.04177	0.73845	0.32818	0.08193	0.04225	0.01251	0.01229	0.04168	0.0431	0.14212	0.03392	0.18676	0.0749
0.51799	0.33767	0.02576	0.71475	0.29976	0.07544	0.04018	0.01309	0.01287	0.03887	0.02998	0.20376	0.02261	0.22729	0.08416
0.4837	0.31019	0.01462	0.81401	0.30468	0.05927	0.04875	0.01182	0.01158	0.03095	0.01749	0.17911	0.01635	0.25852	0.07644
0.4033	0.22948	0.00864	0.81486	0.37279	0.0607	0.03291	0.01168	0.01119	0.02067	0.00672	0.15626	0.00846	0.25184	0.07389
0.40826	0.23324	0.00861	0.83921	0.32948	0.05401	0.01481	0.01301	0.01178	0.01804	0.00691	0.13887	0.00317	0.23517	0.06913
0.44846	0.30991	0.00556	0.94955	0.355	0.05642	0.0122	0.01262	0.01293	0.01131	0.00415	0.16347	0.00234	0.21822	0.08211
0.48418	0.25843	0.0066	0.96187	0.30253	0.05274	0.01447	0.01043	0.01041	0.00883	0.00076	0.15612	0.00053	0.22496	0.08343
0.53758	0.29236	0.0045	0.92035	0.33929	0.05072	0.00706	0.01289	0.01307	0.00954	0.00127	0.18048	0.00131	0.21146	0.08151
0.65919	0.36193	0.00527	0.98897	0.31033	0.04923	0.01205	0.01184	0.009	0.00988	0.00117	0.1959	0.00068	0.18737	0.06723
0.6576	0.34046	0.00389	0.96898	0.30574	0.04628	0.01342	0.0103	0.00865	0.00719	0.00089	0.18471	0.00139	0.19782	0.08605
0.68183	0.33585	0.00448	0.98931	0.30899	0.0462	0.01028	0.01361	0.01086	0.00532	0.0012	0.24065	0.00127	0.20012	0.07938
0.59364	0.30414	0.00435	0.91855	0.31873	0.05247	0.01284	0.0142	0.00903	0.00703	0.00084	0.20725	0.00167	0.17359	0.08261
0.53761	0.3104	0.00145	0.96951	0.32602	0.05194	0.01129	0.01162	0.008	0.00559	0.00367	0.18696	0.00042	0.20599	0.07509
0.75637	0.3678	0.00376	0.99658	0.2901	0.05326	0.01317	0.01422	0.00911	0.00691	0.00062	0.21616	0.00089	0.16698	0.07917
0.81129	0.42164	0.00334	0.98924	0.29443	0.04077	0.00981	0.01465	0.00881	0.00774	0.00076	0.2994	0.00048	0.15023	0.07772
0.69487	0.37488	0.00128	0.98941	0.33723	0.05714	0.00447	0.01173	0.00945	0.00761	0.00124	0.29265	0.00116	0.19253	0.07387
0.74443	0.43204	0.00221	0.96198	0.30773	0.05881	0.00759	0.01445	0.00891	0.00574	0.00126	0.31273	0.00054	0.21861	0.06936
0.76052	0.51554	0.00301	0.99625	0.27021	0.05078	0.00325	0.0176	0.00813	0.00492	0.00102	0.31227	0.00123	0.21037	0.07367
0.82001	0.40166	0.00122	0.99443	0.28659	0.03257	0.00499	0.01059	0.00842	0.00614	0.00065	0.29965	0.00085	0.20645	0.06973
0.76023	0.43236	0.00113	0.97129	0.3181	0.04976	0.00733	0.00744	0.00853	0.00764	0.00087	0.32988	0.00166	0.21909	0.07819
0.78508	0.40511	0.00108	0.99447	0.296	0.04829	0.00877	0.01086	0.00449	0.00613	0.00048	0.27457	0.00139	0.2753	0.07751
0.72509	0.36149	0.00098	0.99784	0.28602	0.05024	0.00562	0.01086	0.00751	0.00291	0.00158	0.25702	0.00166	0.20998	0.07988
0.83056	0.44823	0.00157	0.98844	0.28533	0.05148	0.01101	0.00965	0.00752	0.00557	0.00065	0.36327	0.00059	0.23474	0.07253
0.79182	0.38622	0.00098	0.95022	0.27773	0.03624	0.00966	0.00966	0.00702	0.00311	0.00065	0.28633	0.00041	0.2306	0.07549
0.79813	0.45828	0.00152	0.98024	0.28054	0.05149	0.00786	0.00836	0.007	0.0061	0.00068	0.33656	0.00054	0.25273	0.07549
0.79833	0.43584	0.00159	0.9736	0.29745	0.02923	0.01048	0.00931	0.00598	0.00502	0.00453	0.29509	0.00089	0.22651	0.07277
0.77054	0.43027	0.00075	0.95928	0.29616	0.03261	0.00901	0.00802	0.00578	0.00411	0.00451	0.33413	0.00058	0.20049	0.07528
0.80768	0.40393	0.00239	0.91693	0.29322	0.04019	0.00711	0.01016	0.00368	0.00299	0.0013	0.32663	0.00074	0.22046	0.07568
0.74899	0.35588	0.00076	0.98617	0.28233	0.03485	0.00586	0.00895	0.00474	0.00246	0.00812	0.26408	0.00094	0.2561	0.08305
0.80872	0.42346	0.00057	0.96977	0.28327	0.05135	0.00879	0.01599	0.0074	0.004	0.0038	0.36698	0.00108	0.26641	0.06956
0.84596	0.45141	0.00089	0.97769	0.29047	0.06708	0.00551	0.01296	0.00604	0.00402	0.0041	0.3513	0.00165	0.2341	0.07192
0.78339	0.49185	0.00145	0.92869	0.2732	0.04705	0.00583	0.0187	0.00468	0.00357	0.00689	0.40899	0.00036	0.22213	0.06873
