mass_1	mass_2	phase	time	distance	a_1	a_2	tilt_1	tilt_2	phi_12	phi_jl	theta_jn	psi	ra	dec
0.31151	0.31679	0.04097	0.66194	0.90868	0.07533	0.06928	0.23471	0.08589	0.04997	0.05001	0.12349	0.0432	0.43828	0.30627
0.32869	0.43149	0.04025	0.72268	0.9032	0.06696	0.06165	0.26523	0.10143	0.04241	0.04426	0.13674	0.03177	0.44109	0.32163
0.36721	0.58437	0.02275	0.7826	0.92145	0.06191	0.05322	0.23599	0.1	0.03689	0.04125	0.10489	0.01484	0.42033	0.33186
0.5189	0.61818	0.01119	0.93952	0.92957	0.04845	0.05442	0.22484	0.08138	0.03262	0.02808	0.11845	0.00332	0.39547	0.34975
0.57105	0.6939	0.00352	0.91111	0.93521	0.05387	0.04388	0.2024	0.08165	0.03369	0.0116	0.15067	0.00497	0.50394	0.33917
0.53519	0.67142	0.00253	0.77913	0.9312	0.0544	0.04527	0.21913	0.08422	0.02591	0.0124	0.12274	0.00139	0.58944	0.32565
0.51193	0.61778	0.00176	0.83333	0.9366	0.05396	0.05171	0.22041	0.08712	0.01869	0.00893	0.16001	0.00313	0.47686	0.32474
0.53745	0.65078	0.00112	0.80653	0.93718	0.05639	0.05364	0.20577	0.08333	0.01098	0.00871	0.14044	0.00225	0.54785	0.31386
0.63768	0.75685	0.00061	0.87078	0.94165	0.05089	0.03763	0.1783	0.07605	0.00744	0.00617	0.11555	0.0023	0.51387	0.33783
0.58071	0.67605	0.00067	0.83928	0.93862	0.05035	0.03865	0.20621	0.08278	0.0031	0.00719	0.11271	0.00151	0.54534	0.33656
0.45596	0.47724	0.00104	0.8671	0.93457	0.0524	0.03521	0.23632	0.08417	0.00484	0.00758	0.14485	0.00403	0.58167	0.33115
0.48121	0.5769	0.00162	0.67496	0.93482	0.057	0.03787	0.22376	0.09756	0.00239	0.00709	0.13936	0.00237	0.5844	0.31092
0.46459	0.6059	0.00097	0.7854	0.93342	0.05373	0.03817	0.21299	0.09955	0.00058	0.00872	0.14563	0.004	0.54534	0.32374
0.51612	0.58183	0.00085	0.7686	0.93633	0.04776	0.03565	0.20786	0.08828	0.00367	0.01115	0.1196	0.00107	0.53706	0.31236
0.65759	0.81006	0.0022	0.64446	0.93076	0.05083	0.04506	0.2009	0.07731	0.00093	0.00494	0.15221	0.00296	0.53966	0.34526
0.51757	0.62257	0.00078	0.8083	0.935	0.04092	0.03858	0.18634	0.06723	0.00078	0.0069	0.13343	0.0011	0.53863	0.33042
0.57781	0.61945	0.00086	0.79294	0.93382	0.04547	0.03692	0.18545	0.08172	0.00111	0.00503	0.14585	0.00128	0.57788	0.3271
0.61243	0.68053	0.0007	0.86379	0.93387	0.03939	0.035	0.1883	0.08385	0.0025	0.00404	0.13472	0.00199	0.52038	0.34033
0.5977	0.66861	0.00123	0.78913	0.93295	0.04238	0.03758	0.19493	0.07905	0.00418	0.00737	0.11322	0.00066	0.52669	0.34666
0.4981	0.5501	0.00156	0.90537	0.93766	0.034	0.04023	0.18416	0.0769	0.00107	0.00336	0.15852	0.00403	0.52239	0.35394
0.66574	0.68616	0.00069	0.81693	0.93768	0.04246	0.03664	0.20934	0.07161	0.00146	0.01005	0.1046	0.00061	0.4717	0.33412
0.63147	0.68721	0.00086	0.9711	0.9372	0.04073	0.02941	0.18907	0.07638	0.00151	0.00489	0.15572	0.00127	0.48811	0.36313
0.63149	0.69809	0.0011	0.91142	0.93673	0.04084	0.03179	0.19299	0.05889	0.00339	0.00911	0.11315	0.00127	0.46928	0.33496
0.68494	0.74045	0.00123	0.90293	0.93555	0.04062	0.03695	0.18613	0.07967	0.00099	0.00328	0.09212	0.00222	0.49537	0.33886
0.34332	0.38449	0.00071	0.79003	0.92802	0.03546	0.03797	0.21423	0.09378	0.00124	0.00514	0.19189	0.00224	0.49465	0.35329
0.33429	0.39667	0.00055	0.91398	0.93232	0.03875	0.04205	0.2303	0.08611	0.00152	0.00436	0.19747	0.00123	0.48127	0.34756
0.34581	0.42293	0.00112	0.91153	0.92914	0.04088	0.03323	0.22791	0.09401	0.00118	0.00382	0.20409	0.00063	0.45657	0.34127
0.45764	0.54576	0.00065	0.80007	0.9291	0.03965	0.03386	0.19897	0.09725	0.00151	0.00324	0.18513	0.00155	0.51628	0.32174
0.43893	0.49744	0.00152	0.89898	0.92835	0.04523	0.03223	0.21268	0.0908	0.00047	0.00386	0.14224	0.00097	0.53434	0.33815
0.50705	0.66396	0.00066	0.65722	0.93364	0.04948	0.03454	0.19697	0.07754	0.00059	0.00392	0.16367	0.00262	0.46305	0.31565
0.70431	0.77485	0.00075	0.87741	0.93687	0.04402	0.03523	0.20294	0.08338	0.00089	0.0044	0.13038	0.00106	0.52711	0.35026
0.48904	0.5664	0.00119	0.81007	0.93474	0.03784	0.03521	0.1797	0.0639	0.00173	0.00553	0.14312	0.00103	0.40433	0.3289
0.57834	0.67581	0.0011	0.85272	0.93475	0.043	0.03541	0.19376	0.07418	0.00085	0.00257	0.14539	0.00316	0.56857	0.33831
0.3417	0.38983	0.00089	0.97013	0.92854	0.05293	0.03476	0.24837	0.08801	0.00146	0.00779	0.23126	0.00125	0.50942	0.33237
0.64359	0.71067	0.00098	0.91925	0.93632	0.04538	0.03555	0.19312	0.06784	0.00176	0.00209	0.15054	0.00226	0.53209	0.32416
0.81566	0.86744	0.00076	0.80793	0.94244	0.04643	0.03504	0.19241	0.07494	0.00115	0.0042	0.07542	0.00128	0.60964	0.32479
0.67325	0.77203	0.00063	0.80602	0.93674	0.0513	0.03879	0.20324	0.06509	0.00337	0.00243	0.12751	0.001	0.51622	0.32188
0.69697	0.75852	0.00039	0.81823	0.9377	0.04409	0.03808	0.19972	0.06983	0.00094	0.00501	0.12558	0.00087	0.50848	0.31423
0.59264	0.64683	0.00101	0.91392	0.93414	0.05121	0.04478	0.19927	0.08401	0.00134	0.00891	0.15965	0.00117	0.58433	0.32287
0.52384	0.59013	0.00472	0.85704	0.93175	0.04933	0.04498	0.20033	0.07484	0.00192	0.0055	0.1696	0.00062	0.55528	0.31532
0.63658	0.70283	0.00059	0.85462	0.93828	0.0513	0.03894	0.17626	0.0922	0.00103	0.00274	0.11279	0.0025	0.58442	0.32142
0.73426	0.78553	0.00062	0.62122	0.93535	0.04218	0.03174	0.17448	0.08128	0.00104	0.00365	0.10985	0.00078	0.57126	0.30999
0.4936	0.64189	0.0005	0.75409	0.9337	0.06177	0.03777	0.21766	0.0687	0.0007	0.00214	0.13194	0.00154	0.51683	0.30213
0.54741	0.57303	0.00114	0.87416	0.93221	0.04732	0.03678	0.23236	0.10035	0.00126	0.00309	0.18571	0.00141	0.5664	0.32552
0.79147	0.82751	0.00079	0.73828	0.93318	0.05171	0.03887	0.1781	0.05728	0.00163	0.00323	0.10052	0.00139	0.57968	0.30973
0.75771	0.8019	0.00152	0.80905	0.93809	0.0447	0.03618	0.18208	0.06565	0.00409	0.00776	0.09322	0.00103	0.5678	0.30299
0.73692	0.82583	0.00072	0.90651	0.93681	0.04878	0.03938	0.18444	0.08266	0.00073	0.00325	0.13105	0.00101	0.56933	0.29594
0.89205	0.90428	0.00084	0.65739	0.94051	0.05823	0.03824	0.18419	0.06125	0.00086	0.00628	0.07291	0.00118	0.59336	0.29372
0.80647	0.83583	0.00068	0.79021	0.9356	0.04922	0.03312	0.17527	0.07993	0.00206	0.00383	0.14593	0.00076	0.58843	0.29912
0.74714	0.78209	0.00065	0.79992	0.93603	0.03812	0.03478	0.17956	0.06337	0.00102	0.00221	0.13925	0.00091	0.55719	0.30442
0.70938	0.77074	0.00044	0.75151	0.93369	0.0505	0.03737	0.18752	0.05508	0.00106	0.00248	0.12929	0.00095	0.55351	0.29282
0.89007	0.92118	0.00154	0.91907	0.93605	0.04986	0.03573	0.17668	0.05465	0.00064	0.00249	0.08146	0.00079	0.58849	0.27414
