mass_1	mass_2	phase	time	distance	a_1	a_2	tilt_1	tilt_2	phi_12	phi_jl	theta_jn	psi	ra	dec
0.49375	0.45581	0.04761	0.80572	0.33237	0.07447	0.05423	0.02878	0.01244	0.04903	0.0928	0.41688	0.04958	0.88189	0.51546
0.40816	0.51501	0.04043	0.69364	0.26925	0.0645	0.04417	0.0314	0.02032	0.04546	0.0789	0.45508	0.03452	0.87225	0.50201
0.46953	0.49655	0.02141	0.75343	0.27588	0.06194	0.04529	0.0253	0.01414	0.04181	0.07711	0.42576	0.01794	0.86206	0.49518
0.41266	0.59232	0.00969	0.80572	0.44426	0.05432	0.03537	0.01846	0.01259	0.03361	0.06989	0.42529	0.01086	0.85145	0.51461
0.37502	0.57816	0.00299	0.75453	0.49497	0.05323	0.03957	0.02248	0.01438	0.03276	0.05481	0.37744	0.00464	0.86196	0.50666
0.40366	0.49763	0.0022	0.76032	0.39428	0.03804	0.03721	0.0282	0.01777	0.02513	0.05263	0.40373	0.00158	0.86169	0.51534
0.37259	0.44684	0.0034	0.74652	0.4165	0.03803	0.03342	0.02381	0.01387	0.02051	0.0509	0.39784	0.00264	0.85631	0.50649
0.34696	0.51089	0.0016	0.73615	0.4039	0.03629	0.03338	0.02363	0.01387	0.01365	0.04236	0.40897	0.00413	0.88523	0.53066
0.3608	0.46401	0.00098	0.74059	0.44009	0.03674	0.02787	0.02063	0.01308	0.00668	0.05352	0.42016	0.00162	0.83442	0.5056
0.39064	0.48647	0.00106	0.65116	0.38289	0.04717	0.01613	0.02238	0.01421	0.00717	0.05489	0.40835	0.00562	0.88424	0.51311
0.3325	0.41717	0.00084	0.76048	0.46362	0.03523	0.0147	0.02499	0.01026	0.00476	0.05562	0.37296	0.00282	0.93188	0.51409
0.35465	0.44057	0.00041	0.63552	0.38276	0.036	0.02016	0.02407	0.01203	0.00103	0.05233	0.40746	0.00239	0.89804	0.50059
0.35675	0.42443	0.00126	0.68622	0.30136	0.03034	0.01362	0.02977	0.01491	0.0004	0.04623	0.45387	0.00301	0.93156	0.50869
0.3392	0.37111	0.00096	0.69562	0.27292	0.02985	0.0141	0.02575	0.01209	0.00149	0.05502	0.45657	0.00374	0.9523	0.51682
0.30269	0.39439	0.00058	0.64573	0.28208	0.03134	0.0122	0.02859	0.01147	0.00132	0.04534	0.48413	0.00197	0.91804	0.52577
0.28147	0.37069	0.00106	0.70815	0.29442	0.02788	0.01569	0.0196	0.01112	0.00401	0.04482	0.49131	0.00166	0.92496	0.50382
0.3697	0.49201	0.00108	0.73102	0.28484	0.03035	0.01305	0.02844	0.01241	0.00076	0.05116	0.50498	0.00287	0.83682	0.47742
0.31769	0.46925	0.00143	0.79411	0.28689	0.03547	0.00885	0.0239	0.01471	0.00189	0.04081	0.42804	0.00321	0.88124	0.50017
0.32988	0.41217	0.00166	0.67016	0.3012	0.02589	0.00792	0.03135	0.00883	0.0015	0.04447	0.49052	0.00469	0.90013	0.49787
0.3401	0.50983	0.00067	0.77524	0.29081	0.03259	0.01396	0.02904	0.01326	0.00224	0.0424	0.51094	0.00228	0.85262	0.47449
0.45321	0.43754	0.00059	0.83171	0.29111	0.03252	0.01118	0.02612	0.01227	0.00149	0.04992	0.52476	0.00443	0.82477	0.4859
0.37322	0.41987	0.00064	0.74461	0.37216	0.0378	0.00827	0.02246	0.01119	0.00079	0.04557	0.54581	0.0022	0.90347	0.49008
0.40327	0.51555	0.00086	0.68429	0.36247	0.04335	0.00778	0.01953	0.0088	0.00205	0.05042	0.49011	0.00223	0.79192	0.47807
0.41844	0.54219	0.00088	0.75457	0.32178	0.03003	0.01015	0.03031	0.0103	0.0009	0.03984	0.50487	0.00333	0.90807	0.50201
0.34674	0.52512	0.00064	0.7959	0.39858	0.02641	0.00937	0.02296	0.00609	0.00169	0.03754	0.46178	0.0025	0.87392	0.48743
0.4363	0.49561	0.00116	0.67963	0.37323	0.02465	0.01004	0.02715	0.01049	0.00317	0.04574	0.51685	0.00234	0.88614	0.47923
0.36247	0.50553	0.00083	0.73666	0.43886	0.0438	0.00744	0.02031	0.00731	0.00098	0.04906	0.47818	0.00376	0.87401	0.47292
0.41088	0.50134	0.00059	0.71999	0.36559	0.02041	0.00723	0.02789	0.00786	0.00108	0.04364	0.54097	0.00165	0.83361	0.47883
0.3211	0.48002	0.00036	0.73178	0.40574	0.02591	0.01002	0.02445	0.01146	0.00114	0.04842	0.49503	0.00406	0.9093	0.4783
0.3868	0.46061	0.00121	0.81865	0.37485	0.02959	0.00834	0.03062	0.00987	0.00073	0.04723	0.46703	0.00399	0.86902	0.46261
0.37885	0.52705	0.0034	0.80926	0.39208	0.02533	0.00613	0.02744	0.00961	0.00084	0.04962	0.52974	0.00239	0.84452	0.46371
0.40632	0.58438	0.00116	0.76082	0.49117	0.02185	0.00583	0.02312	0.0054	0.00083	0.03965	0.47867	0.00192	0.83877	0.47041
0.42791	0.60359	0.00122	0.79058	0.45548	0.03896	0.00776	0.02136	0.0072	0.00196	0.04667	0.46108	0.0029	0.78424	0.47537
0.36129	0.44991	0.00094	0.75022	0.41057	0.02803	0.00488	0.02114	0.01052	0.00058	0.04919	0.53512	0.0027	0.88587	0.48981
0.35164	0.51011	0.00069	0.77268	0.35201	0.02637	0.00909	0.02644	0.01075	0.00075	0.04791	0.50081	0.00337	0.82419	0.46019
0.40844	0.4926	0.00087	0.72902	0.43183	0.02085	0.00564	0.02711	0.00767	0.00134	0.04461	0.46346	0.00145	0.87218	0.48041
0.37434	0.47823	0.00138	0.75069	0.37877	0.02741	0.00832	0.03017	0.00577	0.00183	0.04304	0.4786	0.00205	0.8348	0.47913
0.39766	0.44048	0.00065	0.74233	0.33898	0.01946	0.00984	0.0322	0.01101	0.00089	0.03407	0.5255	0.0025	0.8792	0.48277
0.35229	0.47177	0.00127	0.61877	0.34461	0.03149	0.00743	0.02894	0.00979	0.00222	0.05666	0.51162	0.00347	0.85676	0.49868
0.37477	0.49521	0.00134	0.81237	0.41612	0.0323	0.00984	0.02374	0.01032	0.00065	0.03837	0.51545	0.00318	0.84041	0.47473
0.33318	0.5334	0.00105	0.74561	0.34881	0.03361	0.00419	0.02617	0.00923	0.00215	0.03755	0.43559	0.00187	0.84355	0.47077
0.38105	0.48409	0.00052	0.81296	0.32675	0.02827	0.00471	0.0292	0.00715	0.0005	0.04403	0.50799	0.00405	0.78501	0.48936
0.4268	0.53367	0.00225	0.71953	0.35041	0.02884	0.01084	0.03077	0.01163	0.00042	0.0399	0.53372	0.00255	0.81898	0.48687
0.37568	0.45262	0.00102	0.73625	0.34447	0.03319	0.01073	0.03049	0.009	0.00087	0.04301	0.5214	0.00332	0.86213	0.50451
0.37018	0.52718	0.0009	0.63707	0.34695	0.02278	0.00572	0.02509	0.01164	0.00101	0.05873	0.48579	0.00229	0.82771	0.47793
0.35744	0.56466	0.00087	0.68485	0.38184	0.02496	0.00522	0.02637	0.01511	0.0007	0.04281	0.48078	0.00391	0.82693	0.47957
0.31044	0.50393	0.00137	0.63113	0.32179	0.03402	0.00626	0.02569	0.00587	0.00143	0.03862	0.49235	0.00275	0.78479	0.49149
0.37568	0.53889	0.00024	0.84728	0.42203	0.03228	0.01035	0.02037	0.00585	0.00115	0.04896	0.51119	0.0016	0.82632	0.48799
0.32365	0.5132	0.00089	0.71131	0.36206	0.02083	0.00984	0.02203	0.00929	0.00081	0.044	0.47476	0.00386	0.79803	0.4838
0.41592	0.51153	0.00333	0.67172	0.38486	0.04744	0.00741	0.02396	0.00894	0.00078	0.04822	0.50054	0.0035	0.82276	0.49468
0.36228	0.45511	0.0008	0.62938	0.33429	0.02868	0.0055	0.02384	0.00396	0.00078	0.05544	0.53848	0.00459	0.84414	0.47307
0.43037	0.52382	0.00088	0.75305	0.37479	0.03089	0.01185	0.02787	0.00743	0.00138	0.04139	0.52333	0.00377	0.83196	0.47253
0.47371	0.64788	0.00145	0.62911	0.38164	0.02827	0.00902	0.02763	0.00874	0.00101	0.05825	0.47186	0.00432	0.78009	0.47522
0.37638	0.51433	0.00202	0.6615	0.30892	0.01849	0.00999	0.02959	0.00591	0.00169	0.04837	0.48451	0.00581	0.83754	0.49021
0.40089	0.56986	0.00087	0.71448	0.51603	0.04332	0.01561	0.021	0.00325	0.00124	0.03788	0.52187	0.00367	0.81312	0.5209
0.40989	0.53381	0.00077	0.64675	0.32806	0.01942	0.00742	0.03032	0.00667	0.00161	0.04396	0.51326	0.00221	0.85578	0.49501
0.41229	0.52554	0.00067	0.60637	0.3579	0.0389	0.01121	0.03229	0.00666	0.00119	0.04084	0.50868	0.00437	0.873	0.50074
0.34395	0.44638	0.00051	0.67214	0.35218	0.02297	0.00773	0.03669	0.00679	0.00094	0.05066	0.47953	0.00214	0.783	0.49268
0.29469	0.46431	0.00081	0.79383	0.37221	0.04862	0.00886	0.03588	0.00462	0.00093	0.0395	0.47303	0.00335	0.86511	0.49874
0.29493	0.4312	0.00208	0.59882	0.28975	0.02509	0.00672	0.02799	0.00448	0.0014	0.04272	0.46349	0.00483	0.79588	0.48472
0.39755	0.47588	0.00065	0.63287	0.28878	0.03688	0.0093	0.04288	0.00537	0.00074	0.02983	0.52433	0.00448	0.83195	0.49977
0.46775	0.49266	0.00098	0.62746	0.31619	0.05306	0.00831	0.04204	0.00499	0.00204	0.04265	0.57453	0.00447	0.86607	0.49957
0.37389	0.50268	0.00059	0.75857	0.39968	0.03297	0.00822	0.02917	0.01057	0.00057	0.04049	0.42544	0.00251	0.87686	0.50464
0.41494	0.51056	0.00061	0.70409	0.34929	0.02439	0.01194	0.03047	0.00985	0.0015	0.05213	0.46379	0.00279	0.85228	0.4859
0.37469	0.45077	0.00112	0.82941	0.33244	0.02732	0.01003	0.03268	0.0092	0.00041	0.04682	0.45622	0.0042	0.84833	0.48938
0.39155	0.45728	0.00165	0.75004	0.31187	0.0491	0.0166	0.02563	0.01005	0.00087	0.0416	0.47289	0.00254	0.86984	0.51
0.35145	0.51588	0.00215	0.76626	0.36337	0.04164	0.009	0.03041	0.01157	0.00055	0.0441	0.4377	0.00406	0.8368	0.53419
0.38006	0.50714	0.0012	0.74035	0.32415	0.0352	0.01481	0.03152	0.00714	0.00138	0.03612	0.45585	0.00421	0.83528	0.49581
0.3395	0.40343	0.00068	0.56238	0.32402	0.04199	0.01273	0.01433	0.0056	0.00147	0.06726	0.47166	0.00319	0.83361	0.49098
0.34506	0.3891	0.00074	0.75579	0.33695	0.03034	0.0127	0.05175	0.01538	0.00066	0.03844	0.48632	0.00346	0.83114	0.48363
0.33802	0.49957	0.00081	0.67374	0.34073	0.04833	0.01055	0.03221	0.00868	0.00076	0.05024	0.45941	0.00207	0.85612	0.4461
0.35859	0.44987	0.00193	0.73904	0.35036	0.05386	0.00754	0.04127	0.01506	0.00124	0.0467	0.48358	0.00241	0.86929	0.5097
0.30987	0.43027	0.00104	0.67749	0.37278	0.03397	0.007	0.02413	0.00765	0.00182	0.04261	0.48393	0.0022	0.82252	0.5421
0.40538	0.4528	0.00045	0.69707	0.31031	0.0557	0.01233	0.04318	0.01429	0.00116	0.05354	0.53573	0.004	0.8277	0.50921
0.42936	0.47148	0.00104	0.72239	0.30087	0.03553	0.00521	0.03026	0.00827	0.0011	0.05118	0.49398	0.00313	0.8407	0.45372
0.37768	0.45363	0.00067	0.68721	0.31307	0.04785	0.00626	0.02884	0.01165	0.00078	0.04859	0.46429	0.00374	0.84327	0.45811
0.3519	0.46148	0.00122	0.69834	0.3714	0.03772	0.00756	0.02698	0.01328	0.00093	0.05389	0.40589	0.00214	0.9129	0.58985
0.35741	0.4588	0.00094	0.70064	0.33377	0.03742	0.00927	0.04458	0.01808	0.00051	0.04336	0.46798	0.00365	0.86893	0.4733
0.34998	0.46943	0.00087	0.57166	0.30098	0.03434	0.00748	0.04069	0.01191	0.00142	0.03877	0.44722	0.00215	0.88697	0.46801
0.42383	0.47425	0.00087	0.56467	0.35642	0.04337	0.00874	0.04071	0.01716	0.00056	0.04696	0.4657	0.00444	0.90075	0.5035
0.33968	0.45371	0.00097	0.55987	0.33754	0.03681	0.00605	0.03875	0.01452	0.0007	0.05251	0.44349	0.00371	0.87386	0.43834
0.36996	0.53463	0.001	0.74048	0.41141	0.05487	0.00621	0.03891	0.00957	0.00119	0.05242	0.44067	0.00539	0.85612	0.48558
0.35789	0.43742	0.00144	0.74201	0.33308	0.02735	0.00574	0.03898	0.00794	0.00047	0.04934	0.49736	0.00293	0.86217	0.4763
0.48736	0.47494	0.00057	0.76653	0.34858	0.0471	0.00637	0.03871	0.01762	0.00062	0.04578	0.48529	0.00257	0.88604	0.45522
0.446	0.46788	0.0011	0.76344	0.35696	0.02746	0.00772	0.04215	0.00679	0.00194	0.04098	0.51176	0.00207	0.89945	0.48372
0.43943	0.42824	0.001	0.70944	0.31896	0.05322	0.00183	0.05082	0.00702	0.00104	0.03931	0.45895	0.00375	0.90226	0.48726
0.47247	0.44908	0.00178	0.77427	0.31417	0.06409	0.00279	0.03566	0.00447	0.00062	0.04747	0.48746	0.00286	0.87947	0.45254
0.3287	0.42607	0.00124	0.67316	0.39408	0.04145	0.00264	0.04237	0.01246	0.00102	0.05518	0.47192	0.00214	0.86983	0.514
0.42543	0.45746	0.00089	0.60539	0.30951	0.02213	0.00426	0.03667	0.00936	0.00081	0.03425	0.45419	0.00325	0.86904	0.46401
0.44744	0.49068	0.00133	0.72428	0.3392	0.05744	0.00452	0.05273	0.01137	0.00085	0.05346	0.44333	0.00636	0.84845	0.47252
0.48413	0.4989	0.00072	0.64055	0.29276	0.03474	0.00363	0.064	0.01639	0.00104	0.04995	0.49979	0.00479	0.87424	0.46524
0.44816	0.49639	0.00093	0.77664	0.33639	0.04759	0.00695	0.06939	0.01176	0.00071	0.04674	0.49077	0.00429	0.83847	0.44548
0.47823	0.43922	0.00074	0.73963	0.31181	0.0478	0.00656	0.05533	0.01171	0.0007	0.05552	0.55394	0.00406	0.88545	0.40475
0.39493	0.45963	0.00146	0.59234	0.3091	0.01845	0.00879	0.03739	0.00817	0.00066	0.03371	0.47752	0.00468	0.90498	0.39238
0.40659	0.43079	0.00117	0.7095	0.27816	0.04973	0.00481	0.05617	0.0106	0.00051	0.04014	0.52665	0.00429	0.89254	0.41287
0.47276	0.49893	0.00152	0.77134	0.33794	0.05747	0.00351	0.02509	0.01169	0.00088	0.04572	0.46494	0.00428	0.90438	0.4475
0.47554	0.48585	0.00121	0.7763	0.37163	0.05785	0.00339	0.03875	0.00467	0.00113	0.04144	0.52117	0.00367	0.88986	0.43451
0.49716	0.52894	0.00109	0.74522	0.3365	0.04709	0.0061	0.03691	0.00882	0.00109	0.05249	0.52514	0.00366	0.8552	0.46748
0.50853	0.52588	0.00086	0.65458	0.29806	0.03402	0.00601	0.04535	0.02098	0.00071	0.04394	0.46959	0.00221	0.89143	0.47399
0.43338	0.49344	0.00048	0.75248	0.31309	0.02703	0.00334	0.04015	0.00844	0.00078	0.03521	0.49845	0.0031	0.89356	0.43852
0.45274	0.46303	0.00228	0.82587	0.37809	0.04988	0.00577	0.03196	0.01089	0.00081	0.04768	0.47938	0.00244	0.90197	0.43351
0.43656	0.45757	0.00071	0.69571	0.37168	0.02671	0.00994	0.02437	0.01231	0.0007	0.03294	0.5074	0.00427	0.86223	0.44956
0.40189	0.46904	0.0007	0.58557	0.38342	0.02554	0.00407	0.02455	0.0047	0.00114	0.0381	0.49346	0.004	0.86445	0.42831
0.38381	0.45837	0.00229	0.71073	0.35263	0.01936	0.00439	0.05371	0.01375	0.00119	0.0401	0.51244	0.00499	0.89829	0.49931
0.47896	0.46683	0.00136	0.63737	0.30702	0.04965	0.00461	0.07041	0.03032	0.00154	0.04447	0.51458	0.00257	0.90204	0.46359
0.43253	0.52339	0.00092	0.76072	0.35031	0.0279	0.00337	0.05379	0.0069	0.00301	0.0418	0.48145	0.00212	0.9128	0.46004
0.37978	0.43142	0.00049	0.65377	0.36034	0.02989	0.0028	0.03337	0.01037	0.00303	0.03682	0.43999	0.00255	0.8845	0.42186
0.46385	0.45176	0.00142	0.7533	0.30862	0.03679	0.00396	0.06735	0.01174	0.00112	0.04452	0.53007	0.00247	0.92994	0.42435
0.39643	0.44905	0.00044	0.64469	0.34044	0.03235	0.00383	0.02991	0.00657	0.00168	0.04703	0.48227	0.00295	0.93056	0.43298
0.39435	0.45046	0.00123	0.56043	0.31769	0.027	0.00355	0.02165	0.0039	0.0006	0.04434	0.42408	0.00175	0.90128	0.43817
0.45634	0.41981	0.00052	0.63908	0.27831	0.03768	0.00314	0.05049	0.01154	0.001	0.05787	0.51696	0.00177	0.86752	0.46382
0.47962	0.47238	0.00146	0.69518	0.34196	0.02635	0.00281	0.03728	0.01491	0.00067	0.04838	0.44497	0.0028	0.88991	0.42037
0.52295	0.5831	0.00083	0.76602	0.38297	0.02833	0.00258	0.04426	0.0112	0.00083	0.0362	0.4969	0.0015	0.89015	0.44798
0.47417	0.51125	0.00198	0.68961	0.34519	0.04045	0.00356	0.02979	0.01882	0.00113	0.03241	0.4808	0.0032	0.92987	0.44909
0.48049	0.49062	0.00109	0.80124	0.35449	0.04816	0.00697	0.05273	0.0179	0.00088	0.03801	0.46662	0.00313	0.88486	0.44745
